Code,mean,count,std,min,max
9989,0.24288696132671198,1913,0.29172306574110407,-0.720378518,0.842660606
9065,0.24286559453598017,403,0.242619242582934,-0.648300052,0.827635705
8001,0.24269550327544787,4912,0.2511896944261487,-0.703094125,0.835890889
6856,0.24242296355475762,557,0.27283942175725634,-0.725977957,0.821853101
8279,0.24060690634964624,1696,0.27548996615230414,-0.703536808,0.845642865
9163,0.24028171591935482,62,0.2893496852042953,-0.666638017,0.817819178
5480,0.24010007976190476,105,0.219402497166716,-0.681650639,0.807336092
7649,0.23939112312964314,1373,0.2746997455809385,-0.735917807,0.842824697
8088,0.23898179140101009,990,0.23599452859252576,-0.664031327,0.791832209
9561,0.23871195558333336,84,0.2541115426752969,-0.522119224,0.623145759
165A,0.23865773170796462,113,0.2784518851432182,-0.703947604,0.738021731
4452,0.23844075310185184,5832,0.23893731340828278,-0.731137335,0.823890626
6368,0.23781929798113208,106,0.2483333061620326,-0.42934531,0.807260156
6301,0.23736251736178343,1570,0.27244236247825204,-0.735932708,0.844079494
2811,0.23718270887937062,1716,0.22504834056522,-0.712829053,0.811300099
7453,0.2371499508284437,3579,0.2712977263320739,-0.722231209,0.83532238
4203,0.2370294364409222,347,0.27706898716303807,-0.715810895,0.827870548
7792,0.23621237692695213,397,0.19465119838379824,-0.390451014,0.756790102
4004,0.23564155915994436,719,0.28555393709423726,-0.736715019,0.769883931
9766,0.2353786859516441,517,0.2421939278718184,-0.586123705,0.82461071
3900,0.23520050114605978,1472,0.24500294801634898,-0.571004748,0.822302341
4911,0.234981498,7029,0.22765020844672768,-0.716917515,0.833013356
4704,0.23494870754330524,8544,0.2075742313699349,-0.697820365,0.823270798
6141,0.23473949253417722,790,0.3071677570192952,-0.731673002,0.842739105
1605,0.23447000295741555,681,0.29486932212836947,-0.708620489,0.817617774
7270,0.2344480267953385,7637,0.23317121560368187,-0.733807683,0.838400364
3407,0.2334930966567299,3321,0.2553983335058808,-0.721124828,0.829176545
7762,0.2333842822752635,3226,0.18479427902641077,-0.69123292,0.816078722
