DocID,FinBERT_Score,TextLength
S100CD0R,0.2825464982694636,11111
S100CD0X,0.24395564299582237,23754
S100CD18,0.21861072023417435,17210
S100CD20,0.14758874848484993,30815
S100CD23,0.25669108360613646,31608
S100CD2C,0.24031219437448162,46652
S100CD2O,0.19455580439851078,30391
S100CD4T,0.2789969194003127,12792
S100CD5O,0.23797039151493762,16875
S100CD5S,0.2763403314990657,19797
S100CD7C,0.24490715325379572,13614
S100CD97,0.29751587751456815,13316
S100CD99,0.21375193814627635,37225
S100CD9K,0.27053176446889454,11967
S100CD9U,0.1274413910508156,14616
S100CD9Y,0.28301182103728106,39678
S100CDA4,0.262710002478626,15716
S100CDAM,0.11938509435798877,17822
S100CDBB,0.24923905499221743,14827
S100CDC3,0.2274327541310941,14567
S100CDCO,0.2574346529218284,32461
S100CDDL,0.20357428881029288,17381
S100CDEH,0.23946094722011868,11390
S100CDER,0.23103876649760283,14853
S100CDF2,0.12663955991746675,16468
S100CDFB,0.2047503231652789,30104
S100CDFC,0.2325633625244961,21515
S100CDGK,0.20318448651385934,13107
S100CDGP,0.30748296699558314,30521
S100CDGR,0.25477970268070343,18958
S100CDJ2,0.2380017549065607,13263
S100CDJA,0.30503138433201143,11950
S100CDJP,0.29508094348899133,16339
S100CDKD,0.2679259719176067,17476
S100CDKK,0.21894382260156325,39647
S100CDKP,0.23342388991494567,27415
S100CDLZ,0.26086268355212516,14493
S100CDM7,0.28379017748456037,16554
S100CDM8,0.2118829385022432,21294
S100CDMK,0.31123088708601865,34515
S100CDND,0.1976160118356347,12682
S100CDNV,0.29141294553994657,29701
S100CDNZ,0.25289402731241434,132287
S100CDOF,0.2525169995517942,42920
S100CDOM,0.19785822655907587,17304
S100CDOU,0.3193682661346559,12526
S100CDPO,0.19440925936903475,39452
S100CDQD,0.22456867804472475,19998
S100CDS5,0.39003649963706266,30093
S100CDST,0.25461834022575175,13688
S100CDSZ,0.1570323750949823,22778
S100CDTO,0.2739355207273835,12940
S100CDU4,0.2288734982540081,8875
S100CDUD,0.1524345362815288,24319
S100CDVG,0.26219952600539154,16407
S100CDVI,0.28368670794015355,56363
S100CDVV,0.18359223353819779,24116
S100CDWA,0.2549361560575582,21826
S100CDXX,0.25200560513172254,20901
S100CDY6,0.21329847428728552,50775
S100CDY8,0.2819978179183429,43543
S100CDYF,0.22170618238548437,10445
S100CDYG,0.2257492277556314,11996
S100CDZ2,0.19068395470579466,18085
S100CDZL,0.270659809187915,52096
S100CDZY,0.321844939416384,39832
S100CE1G,0.28945384306066174,15395
S100CE2U,0.19796946327757053,47320
S100CE3A,0.17571613292608942,20577
S100CE3O,0.12077077159827405,19584
S100CE43,0.21509221472163267,161165
S100CE45,0.2840629150762278,9870
S100CE4C,0.2274031202085534,19573
S100CE4F,0.060013291927484363,18113
S100CE7H,0.22873753186751594,52974
S100CE87,0.29986093444637507,9572
S100CE9Q,0.15356865065793196,13824
S100CED4,0.2751541920675489,19259
S100CEE5,0.2607554529063605,17391
S100CEF8,0.21581617582886092,26680
S100CEFD,0.2699731606768355,39322
S100CEH1,0.22583487341801325,25266
S100CEHS,0.3047593833635683,10658
S100CEIK,0.18534097032793817,25559
S100CEIV,0.3050777187608943,11126
S100CEJW,0.27512616351512925,12838
S100CEKU,0.20042416921539888,17261
S100CELH,0.2697898127388156,24457
S100CEM5,0.30893103753903295,22567
S100CEN9,0.2253713923535158,25511
S100CERG,0.2031707796636674,16361
S100CEXN,0.11111621309951512,38977
S100CEZU,0.16274504028195466,130071
S100CFDO,0.17735217861706318,103273
S100CFMJ,0.18144868162136138,101625
S100CFTP,0.17538735412230866,122983
S100CG80,0.2169773591895541,124244
S100CHY9,0.15210410443979777,145977
S100CIHM,0.29449982665203234,12445
S100CIZT,0.2221668580291318,11731
S100CJ0C,0.2592248088435123,11028
S100CJ1Z,0.2701058343446727,54597
S100CJ2B,0.26237575634713134,14425
S100CKAR,0.25198671009636275,15252
S100CKCT,0.13875604501577224,151154
S100CKCV,0.2714118258918033,19756
S100CKNI,0.15606936255496914,159992
S100CKOT,0.22145593371719885,135806
S100CKPR,0.2476146400027664,16477
S100CKQM,0.18452079552075557,14089
S100CL2M,0.10956730623154061,173429
S100CL3Z,0.20001896382285533,137902
S100CLAS,0.21977488169613627,69728
S100CLC9,0.18318479939492416,122815
S100CLML,0.12203459743969737,150033
S100CLN6,0.22501421567930538,18371
S100CLN8,0.16430243364039468,87957
S100CLS4,0.1475011474556393,141626
S100CLS5,0.19732420941045184,100319
S100CLSP,0.15698652605768212,107225
S100CLSU,0.1844500293394463,177414
S100CLT5,0.17965251522720174,66336
S100CLWF,0.1665504393948543,155297
S100CLXL,0.16994722408876903,95390
S100CM2C,0.17963106866432568,94697
S100CM3L,0.1784940176427885,135659
S100CM6B,0.14115578607302304,74376
S100CM6R,0.14388104296850565,143416
S100CMD5,0.11561193383618852,97363
S100CMG0,0.15431098655615685,195510
S100CMPP,0.16790826616824928,94460
S100CMR5,0.1991908450999969,18154
S100CMT6,0.1921890624306308,96539
S100CMXI,0.18641680327560894,91313
S100CN1N,0.15185375063610745,93191
S100CN71,0.2521073188041895,158639
S100CN7N,0.19254488417675766,141605
S100CNAE,0.1909269103168571,110995
S100CNCT,0.15464727647134646,118108
S100CNCW,0.18138816585948556,98366
S100CNEC,0.16839975060412576,79794
S100CNF6,0.0924471675325896,122453
S100CNI3,0.17872187391842514,78013
S100CNM6,0.16220314994523133,100388
S100CNN4,0.20025508282215973,90639
S100CNNP,0.13916608076375936,206813
S100CNOT,0.18623014073818922,141647
S100CNPB,0.22305597850882466,182633
S100CNQO,0.15941145911533883,128409
S100CNRP,0.14735712092436082,97772
S100CNRU,0.18147837108821718,128251
S100CNY3,0.16686288921659043,95701
S100CO0J,0.1610485902080389,225906
S100CO0M,0.1334230366026015,182872
S100CO25,0.1530054767532648,112681
S100CO34,0.15662085565306996,101657
S100CO55,0.11341541529978563,209876
S100CO5F,0.13361358279586735,78587
S100CO9M,0.16596103570680903,109489
S100COA9,0.10784966230921732,168054
S100COB2,0.1265618222495632,172419
S100COBD,0.1862912786503633,92059
S100COCG,0.19304242411784203,117202
S100COD8,0.19403738614274493,186161
S100COFL,0.2127340609978354,158292
S100COKA,0.1275355877181002,102425
S100COQ9,0.18414024667690765,100324
S100COR7,0.20079005847915168,129413
S100COX8,0.22845085915047805,82857
S100COXH,0.055311472107759656,179386
S100COYS,0.09234078246202176,182664
S100CP09,0.12478299890108105,147740
S100CP1R,0.1779573858405153,83412
S100CP1T,0.2454681040404679,8806
S100CP2M,0.24202403562764327,10505
S100CP5K,0.1487159979924307,68898
S100CP5Q,0.08738437433869152,106609
S100CP5R,0.13242109048349202,115618
S100CP67,0.16168399460885038,82080
S100CP6F,0.15515940286288107,97306
S100CP6M,0.17199233816910908,124128
S100CP91,0.17530588404102845,149303
S100CPB4,0.15276662167640287,113530
S100CPGD,0.1732046166571556,108966
S100CPJJ,0.1833618394501496,156060
S100CPNO,0.1915355127915858,118105
S100CQ8R,0.1549971737730535,127796
S100CQ94,0.15797644628808113,120767
S100CQFM,0.18153593160731848,9962
S100CQMC,0.3433703539626939,16280
S100CQR3,0.3302288229467087,21626
S100CR40,0.28902735814837544,13017
S100CRFO,0.3208645914425278,19863
S100CRI3,0.20683754915627864,12579
S100CRK1,0.18455959297716618,9268
S100CRLP,0.11114011326556203,210627
S100CRY2,0.2743468536942635,12207
S100CS07,0.275021565653557,25823
S100CSAR,0.20206658254292878,13246
S100CSGP,0.26410863412827845,17981
S100CSHQ,0.1765340959223417,9048
S100CSIF,0.32291963453301126,8282
S100CSU3,0.16578265643763648,156621
S100CT3Y,0.15765334294083413,103054
S100CT4T,0.26384338870262486,13455
S100CTLA,0.173601462571231,80675
S100CTW2,0.24955943611705989,160078
S100CTZ2,0.2210572281643292,46492
S100CUBT,0.1371305279019806,208324
S100CUHM,0.24164955912713418,20137
S100CUIZ,0.17333552826967863,25096
S100CUKL,0.16088983868113507,227130
S100CUL8,0.13484236305313452,23711
S100CUW4,0.13003148949803192,173772
S100CUZE,0.22023110323873968,61265
S100CV0D,0.1598629865775928,153273
S100CV0N,0.21976813079895952,133886
S100CV86,0.2029393984185111,17861
S100CV8O,0.11794261711600916,130293
S100CVI9,0.21308499562033154,13369
S100CVOJ,0.1580320985548282,10325
S100CVRE,0.220506076183584,26701
S100CVZF,0.20789040762503616,14063
S100CW4V,0.17295364119833515,17876
S100CW50,0.235861620232022,19488
S100CW5C,0.1874270861850934,25935
S100CW5D,0.12638043302532662,125354
S100CW9Q,0.2745051493473125,11501
S100CWBR,0.17183005614477453,22553
S100CWGF,0.31067244965583085,11495
S100CWHD,0.2910178304803603,11942
S100CWIX,0.14600160863131179,65031
S100CWL0,0.2214849792420864,9194
S100CWM5,0.23028973977743966,11200
S100CWMG,0.21636854116028795,11171
S100CWMT,0.22937992459387205,28515
S100CWO1,0.2423842804175671,25608
S100CWP3,0.16079872678364476,10860
S100CWQE,0.21123778026688983,12764
S100CWQL,0.23745514783237515,13215
S100CWRB,0.2880312809048547,22791
S100CWRM,0.1188171717111726,16612
S100CWTX,0.23663512450900484,10832
S100CWW3,0.22189827803727036,10699
S100CWXW,0.1957345654308382,16520
S100CWY5,0.11392341018151894,15526
S100CWY8,0.29211903458870037,18974
S100CWYR,0.2720745509259062,18321
S100CWZ5,0.24428917436975323,16770
S100CX13,0.15890856316887347,15792
S100CX2E,0.1996796586991925,17682
S100CX4P,0.27573664669158326,24836
S100CX4V,0.254193832449029,10559
S100CX5C,0.2653835596106315,13775
S100CX8U,0.11712933125266109,19361
S100CX9Q,0.22097113285342168,13655
S100CXAG,0.1656784769837503,9345
S100CXAJ,0.21525033036186378,32793
S100CXD5,0.22698375454866418,11750
S100CXEP,0.2072319803902736,11948
S100CXEQ,0.32466042115234994,8236
S100CXEW,0.11840401824585275,19839
S100CXGX,0.3311344941727596,23792
S100CXHC,0.21589307825258172,19123
S100CXHH,0.20594031207550031,30747
S100CXI1,0.2421618125323827,10983
S100CXIC,0.2839888958166344,23357
S100CXJK,0.266637130067126,44357
S100CXJL,0.2163864648440382,10473
S100CXK7,0.2247750789827698,10447
S100CXLE,0.2854367625778136,21941
S100CXNR,0.19510637713160286,21766
S100CXOF,0.1885644119191036,10250
S100CXOP,0.31950530762022195,12909
S100CXPX,0.2611617868401341,10918
S100CXS3,0.2696097760908003,28983
S100CXSS,0.23639352965567792,12952
S100CXSU,0.2303556436576794,21889
S100CXT2,0.2802695618892038,16445
S100CXTG,0.2951922957084061,9331
S100CXTM,0.21317511845019557,17478
S100CXTU,0.17487625896498776,15368
S100CXTW,0.19395550952426024,24402
S100CXU2,0.12266376992357114,57619
S100CXUK,0.19524742158586686,25079
S100CXUO,0.16325483897397686,24886
S100CXVB,0.18568684241874925,20590
S100CXW1,0.16838492927226154,16367
S100CXWX,0.2509480940329062,8418
S100CXXG,0.23879540331807791,12108
S100CXXY,0.1912699570900915,89333
S100CXY5,0.2629708847341438,13517
S100CXYS,0.1948558305188146,22376
S100CXYY,0.05185932829531271,36567
S100CXZN,0.2389217671177803,12426
S100CY0D,0.3018725042882031,8566
S100CY13,0.2583059640956744,15276
S100CY1O,0.3262053784129657,14687
S100CY1P,0.24528786314781323,10058
S100CY3T,0.20144471864808688,10070
S100CY5Q,0.23129034032290047,8589
S100CY7Z,0.24684547029283582,29110
S100CY9K,0.1384956658452372,17747
S100CYBZ,0.20891024367612543,24585
S100CYCC,0.22276101051406427,12769
S100CYCV,0.31517264413389756,10748
S100CYCX,0.19342773981432226,21393
S100CYDR,0.2724704277606643,28375
S100CYDS,0.25977635597405224,13235
S100CYEG,0.2711107921891643,15562
S100CYES,0.16033132132929814,8168
S100CYGG,0.14758802705577442,12090
S100CYHL,0.16945117304365037,47718
S100CYIB,0.2777524444455203,30057
S100CYIK,0.2586759036006052,18261
S100CYJ9,0.29773780352390206,14041
S100CYLZ,0.20553735688932845,17100
S100CYMM,0.3349052837916783,11411
S100CYMU,0.04951384022944805,15152
S100CYN3,0.3291479073799191,17704
S100CYQE,0.24890485411930469,14258
S100CYS4,0.12191744174646295,13194
S100CYVK,0.17873058768296704,71139
S100CZ02,0.18786094994578936,187763
S100CZ4Y,0.1737817311823565,104824
S100CZ9W,0.20539366314102825,126247
S100CZGI,0.16443610179058943,186846
S100CZML,0.24126461712876335,14389
S100CZMM,0.1641954124923886,166577
S100CZXJ,0.20138260614743994,111889
S100D031,0.1402131043750275,93383
S100D035,0.16811944624142988,130483
S100D0GX,0.14752477114445373,99200
S100D0HW,0.1795817486181841,120678
S100D0N4,0.1895792418652294,81385
S100D0OG,0.20228007786346147,72767
S100D0P3,0.18927678365004086,238441
S100D0Q3,0.1285786827076785,131160
S100D10D,0.10733433304995547,233580
S100D11L,0.20405361764600097,73891
S100D12I,0.1623266021371203,107684
S100D140,0.15378283010957963,100061
S100D1BK,0.1692939061947443,74826
S100D1F5,0.1428861228716856,97536
S100D1K5,0.1749940633996051,166827
S100D1X1,0.1571479823035935,119573
S100D22B,0.19034703566489114,241758
S100D293,0.21778147493636138,108255
S100D2BE,0.19836585000931597,149293
S100D2CE,0.1426044703610526,75091
S100D2G2,0.13394878321605727,102656
S100D2O6,0.1853097620964851,95174
S100D2P0,0.18475487856590242,102811
S100D2PF,0.1588474842221857,108990
S100D2PK,0.133551549749743,87682
S100D2S0,0.17204893652756675,95350
S100D2UH,0.19145584917449307,99620
S100D2V8,0.17378209157872895,94757
S100D357,0.17424152519501201,106025
S100D366,0.1507050906132418,112191
S100D3TP,0.24526897844190548,11311
S100D4PC,0.16148096833887055,163025
S100D4TY,0.21511047424573543,91275
S100D4W6,0.20436255072257412,15748
S100D54M,0.1716336692357025,147470
S100D58V,0.18847550690673584,103118
S100D5CH,0.14599094327195739,129280
S100D5CX,0.1669222917820874,121794
S100D5EF,0.24849483060340086,17162
S100D5RI,0.12578182686831543,195065
S100D5T7,0.24959857271821706,17517
S100D5W5,0.22032619581256527,119652
S100D5WQ,0.18693318908850093,108298
S100D5Y7,0.20837353887262527,152344
S100D5Z7,0.15097710772445708,99864
S100D602,0.1539789262262929,145334
S100D61I,0.09949944349960309,21618
S100D61M,0.36791307913760346,13911
S100D64S,0.20325642177563388,109779
S100D672,0.18170797289983306,149450
S100D69Y,0.1864254776297546,19141
S100D69Z,0.2005021488089319,168870
S100D6A7,0.2760729503924729,13936
S100D6C2,0.1994168045316212,60607
S100D6C3,0.19182077453877097,115415
S100D6D7,0.19250650449646908,121432
S100D6DV,0.17865402024562502,129883
S100D6GI,0.189677348267965,180961
S100D6IR,0.16313956598199894,80940
S100D6J5,0.19447405807651147,190881
S100D6JA,0.17504182982851157,105743
S100D6JZ,0.19609702766183915,129971
S100D6L5,0.2047023936346966,130418
S100D6OV,0.18088528406380291,148987
S100D6P7,0.19908877733370317,132982
