code,name,is_nikkei_225,is_topix_core30,is_topix_100,is_jpx_nikkei_400,is_growth_core,is_growth_250
7794,イーディーピー,0,0,0,0,0,1
7803,ブシロード,0,0,0,0,0,1
7806,ＭＴＧ,0,0,0,0,0,1
7832,バンナムＨＤ,1,0,1,1,0,0
7846,パイロットコーポレーション,0,0,0,1,0,0
7867,タカラトミー,0,0,0,1,0,0
7906,ヨネックス,0,0,0,1,0,0
7911,ＴＯＰＰＡＮ,1,0,0,0,0,0
7912,大日印,1,0,0,1,0,0
7936,アシックス,0,0,0,1,0,0
7944,ローランド,0,0,0,1,0,0
7951,ヤマハ,1,0,0,1,0,0
7974,任天堂,1,1,1,1,0,0
7988,ニフコ,0,0,0,1,0,0
7994,オカムラ,0,0,0,1,0,0
8001,伊藤忠,1,1,1,1,0,0
8002,丸紅,1,0,1,1,0,0
8015,豊田通商,1,0,0,1,0,0
8020,兼松,0,0,0,1,0,0
8031,三井物,1,1,1,1,0,0
8035,東エレク,1,1,1,1,0,0
8053,住友商,1,0,1,1,0,0
8056,ＢＩＰＲＯＧＹ,0,0,0,1,0,0
8058,三菱商,1,1,1,1,0,0
8060,キヤノンマーケティングジャパン,0,0,0,1,0,0
8078,阪和興業,0,0,0,1,0,0
8088,岩谷産業,0,0,0,1,0,0
8098,稲畑産業,0,0,0,1,0,0
8111,ゴールドウイン,0,0,0,1,0,0
8113,ユニ・チャーム,0,0,1,1,0,0
8130,サンゲツ,0,0,0,1,0,0
8133,伊藤忠エネクス,0,0,0,1,0,0
8136,サンリオ,0,0,0,1,0,0
8154,加賀電子,0,0,0,1,0,0
8174,日本瓦斯,0,0,0,1,0,0
8194,ライフコーポレーション,0,0,0,1,0,0
8227,しまむら,0,0,0,1,0,0
8233,高島屋,1,0,0,0,0,0
8252,丸井Ｇ,1,0,0,1,0,0
8253,クレセゾン,1,0,0,1,0,0
8267,イオン,1,0,1,0,0,0
8279,ヤオコー,0,0,0,1,0,0
8304,あおぞら銀,1,0,0,0,0,0
8306,三菱ＵＦＪ,1,1,1,1,0,0
8308,りそなＨＤ,1,0,1,1,0,0
8309,三井住友トラ,1,0,1,1,0,0
8316,三井住友ＦＧ,1,1,1,1,0,0
8331,千葉銀,1,0,0,1,0,0
8354,ふくおかＦＧ,1,0,0,1,0,0
8410,セブン銀行,0,0,0,1,0,0
8411,みずほＦＧ,1,1,1,1,0,0
8424,芙蓉総合リース,0,0,0,1,0,0
8425,みずほリース,0,0,0,1,0,0
8439,東京センチュリー,0,0,0,1,0,0
8473,ＳＢＩホールディングス,0,0,0,1,0,0
8515,アイフル,0,0,0,1,0,0
8572,アコム,0,0,0,1,0,0
8584,ジャックス,0,0,0,1,0,0
8591,オリックス,1,0,1,1,0,0
8593,三菱ＨＣキャピタル,0,0,0,1,0,0
8601,大和,1,0,0,1,0,0
8604,野村,1,0,1,1,0,0
8630,ＳＯＭＰＯ,1,0,1,1,0,0
8697,日本取引所,1,0,1,1,0,0
8725,ＭＳ＆ＡＤ,1,0,1,1,0,0
8750,第一生命ＨＤ,1,0,1,1,0,0
8766,東京海上,1,1,1,1,0,0
8795,Ｔ＆Ｄ,1,0,0,0,0,0
8801,三井不,1,0,1,1,0,0
8802,菱地所,1,0,1,1,0,0
8804,東建物,1,0,0,1,0,0
8830,住友不,1,0,1,1,0,0
8848,レオパレス２１,0,0,0,1,0,0
8850,スターツコーポレーション,0,0,0,1,0,0
8876,リログループ,0,0,0,1,0,0
8919,カチタス,0,0,0,1,0,0
8923,トーセイ,0,0,0,1,0,0
9001,東武,1,0,0,0,0,0
9005,東急,1,0,0,1,0,0
9006,京浜急行電鉄,0,0,0,1,0,0
9007,小田急,1,0,0,1,0,0
9008,京王,1,0,0,1,0,0
9009,京成,1,0,0,1,0,0
9020,ＪＲ東日本,1,0,1,0,0,0
9021,ＪＲ西日本,1,0,1,1,0,0
9022,ＪＲ東海,1,0,1,1,0,0
9024,西武ホールディングス,0,0,0,1,0,0
9041,近鉄グループホールディングス,0,0,0,1,0,0
9064,ヤマトＨＤ,1,0,0,1,0,0
9065,山九,0,0,0,1,0,0
9069,センコーグループホールディングス,0,0,0,1,0,0
9090,ＡＺ－ＣＯＭ丸和ホールディングス,0,0,0,1,0,0
9101,郵船,1,0,1,1,0,0
9104,商船三井,1,0,1,1,0,0
9107,川崎汽,1,0,0,1,0,0
9110,ＮＳユナイテッド海運,0,0,0,1,0,0
9119,飯野海運,0,0,0,1,0,0
9142,九州旅客鉄道,0,0,0,1,0,0
9143,ＳＧホールディングス,0,0,0,1,0,0
9147,ＮＸＨＤ,1,0,0,1,0,0
9158,シーユーシー,0,0,0,0,1,1
9162,ブリーチ,0,0,0,0,0,1
9163,ナレルグループ,0,0,0,0,0,1
9164,トライト,0,0,0,0,1,1
9166,ＧＥＮＤＡ,0,0,0,0,1,1
9168,ライズ・コンサルティング・グループ,0,0,0,0,0,1
9201,ＪＡＬ,1,0,0,1,0,0
9202,ＡＮＡＨＤ,1,0,1,1,0,0
9204,スカイマーク,0,0,0,0,1,1
9211,エフ・コード,0,0,0,0,0,1
9218,メンタルヘルステクノロジーズ,0,0,0,0,0,1
9223,ＡＳＮＯＶＡ,0,0,0,0,0,1
9227,マイクロ波化学,0,0,0,0,0,1
9245,リベロ,0,0,0,0,0,1
9251,ＡＢ＆Ｃｏｍｐａｎｙ,0,0,0,0,0,1
9252,ラストワンマイル,0,0,0,0,0,1
9270,バリュエンスホールディングス,0,0,0,0,0,1
9272,ブティックス,0,0,0,0,0,1
9302,三井倉庫ホールディングス,0,0,0,1,0,0
9338,ＩＮＦＯＲＩＣＨ,0,0,0,0,0,1
9343,アイビス,0,0,0,0,0,1
9348,ｉｓｐａｃｅ,0,0,0,0,1,1
9418,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,0,0,0,1,0,0
9432,ＮＴＴ,1,1,1,1,0,0
9433,ＫＤＤＩ,1,1,1,1,0,0
9434,ＳＢ,1,1,1,1,0,0
9435,光通信,0,0,0,1,0,0
9449,ＧＭＯインターネットグループ,0,0,0,1,0,0
9467,アルファポリス,0,0,0,0,0,1
9501,東電ＨＤ,1,0,0,0,0,0
9502,中部電,1,0,0,1,0,0
9503,関西電,1,0,0,1,0,0
9506,東北電力,0,0,0,1,0,0
9507,四国電力,0,0,0,1,0,0
9508,九州電力,0,0,0,1,0,0
9509,北海道電力,0,0,0,1,0,0
9513,電源開発,0,0,0,1,0,0
9522,リニューアブル・ジャパン,0,0,0,0,0,1
9531,東ガス,1,0,0,1,0,0
9532,大ガス,1,0,0,1,0,0
9553,マイクロアド,0,0,0,0,0,1
9556,ＩＮＴＬＯＯＰ,0,0,0,0,0,1
9558,ジャパニアス,0,0,0,0,0,1
9560,プログリット,0,0,0,0,0,1
9561,グラッドキューブ,0,0,0,0,0,1
9602,東宝,1,0,0,1,0,0
9684,スクウェア・エニックス・ホールディングス,0,0,0,1,0,0
9697,カプコン,0,0,0,1,0,0
9719,ＳＣＳＫ,0,0,0,1,0,0
9735,セコム,1,0,1,1,0,0
9744,メイテックグループホールディングス,0,0,0,1,0,0
9759,ＮＳＤ,0,0,0,1,0,0
9766,コナミＧ,1,0,0,1,0,0
9843,ニトリＨＤ,1,0,1,1,0,0
9962,ミスミグループ本社,0,0,0,1,0,0
9983,ファストリ,1,1,1,1,0,0
9984,ＳＢＧ,1,1,1,1,0,0
9989,サンドラッグ,0,0,0,1,0,0
