Code,PeriodEnd,Cash,NetAssets,NetIncome,NetSales,OperatingIncome,OrdinaryIncome,ProfitBeforeTax,TotalAssets
4543,2024-09-30,194916000000.0,,63204000000.0,508685000000.0,87716000000.0,,85140000000.0,1752260000000.0
4543,2025-03-31,221872000000.0,1419721000000.0,148311000000.0,1036171000000.0,157668000000.0,147813000000.0,154574000000.0,1828393000000.0
4563,2023-12-31,4160424000.0,38691268000.0,1074746000.0,6811874000.0,-4801677000.0,1989979000.0,,38691268000.0
4563,2024-03-31,2115624000.0,28029480000.0,-9.14,955239000.0,-2476692000.0,-1527122000.0,,28029480000.0
4563,2024-06-30,1820743000.0,27675479000.0,-16.6,1949690000.0,-5107959000.0,-3190393000.0,,26675479000.0
4563,2024-12-31,1707756000.0,37255887000.0,-119.53,1772664000.0,-4857206000.0,-3143453000.0,,4668599000.0
4563,2025-06-30,2908302000.0,5786167000.0,-12.07,272391000.0,-2400469000.0,-3898555000.0,,5786167000.0
4568,2023-12-31,673062000000.0,,163564000000.0,1173269000000.0,194551000000.0,,199846000000.0,3268945000000.0
4568,2024-03-31,656403000000.0,2563981000000.0,200731000000.0,1601688000000.0,211588000000.0,182730000000.0,237234000000.0,3461135000000.0
4568,2024-09-30,707667000000.0,,146675000000.0,882727000000.0,186900000000.0,,192586000000.0,3297129000000.0
4568,2025-03-31,639838000000.0,2697206000000.0,295756000000.0,1886256000000.0,331925000000.0,202218000000.0,355631000000.0,3456119000000.0
4578,2023-12-31,513341000000.0,1212335000000.0,121616000000.0,2061298000000.0,190056000000.0,70010000000.0,142655000000.0,3361244000000.0
4578,2024-03-31,411622000000.0,,77377000000.0,520398000000.0,102800000000.0,,100079000000.0,3449786000000.0
4578,2024-06-30,485892000000.0,,107795000000.0,1110702000000.0,150474000000.0,,142195000000.0,3660630000000.0
4578,2024-12-31,426173000000.0,1382500000000.0,343120000000.0,2333493000000.0,375410000000.0,104974000000.0,335854000000.0,3739251000000.0
4578,2025-06-30,411111000000.0,,173529000000.0,1182428000000.0,269905000000.0,,226343000000.0,3789298000000.0
4612,2023-12-31,289647000000.0,2241792000000.0,118476000000.0,1466062000000.0,171319000000.0,16063000000.0,161500000000.0,2713341000000.0
4612,2024-03-31,279977000000.0,,30280000000.0,390838000000.0,43518000000.0,,41344000000.0,2889081000000.0
4612,2024-06-30,283219000000.0,,66339000000.0,830365000000.0,96192000000.0,,91922000000.0,3098106000000.0
4612,2024-12-31,288301000000.0,2287422000000.0,127337000000.0,1667755000000.0,191854000000.0,48540000000.0,181522000000.0,3071378000000.0
4612,2025-06-30,322676000000.0,,87454000000.0,870116000000.0,124331000000.0,,116045000000.0,3671942000000.0
4661,2023-12-31,252537000000.0,1322807000000.0,142499000000.0,477671000000.0,141667000000.0,142499000000.0,,1322807000000.0
4661,2024-03-31,285037000000.0,1355215000000.0,166005000000.0,634352000000.0,165437000000.0,166005000000.0,,1355215000000.0
4661,2024-09-30,315054000000.0,1427046000000.0,64214000000.0,306153000000.0,63198000000.0,63972000000.0,,1427046000000.0
4661,2025-03-31,323416000000.0,1438521000000.0,173569000000.0,698006000000.0,172111000000.0,173328000000.0,,1438521000000.0
4684,2023-12-31,165895000000.0,410894000000.0,61160000000.0,83685000000.0,53498000000.0,61231000000.0,,410894000000.0
4684,2024-03-31,170244000000.0,462165000000.0,81078000000.0,111779000000.0,70910000000.0,81151000000.0,,462165000000.0
4684,2024-09-30,180134000000.0,472212000000.0,44851000000.0,59217000000.0,38629000000.0,44530000000.0,,472212000000.0
4684,2025-03-31,200065000000.0,500375000000.0,90082000000.0,121339000000.0,78378000000.0,89770000000.0,,500375000000.0
4689,2023-12-31,1525728000000.0,,122448000000.0,1350113000000.0,190350000000.0,,170179000000.0,8983716000000.0
4689,2024-03-31,1420430000000.0,3919402000000.0,113199000000.0,1819220000000.0,232507000000.0,78268000000.0,181621000000.0,9043969000000.0
4689,2024-09-30,1201696000000.0,,87254000000.0,927795000000.0,191865000000.0,,144735000000.0,8884696000000.0
4689,2025-03-31,1043944000000.0,3786349000000.0,153465000000.0,1921210000000.0,354644000000.0,65753000000.0,274882000000.0,9158346000000.0
4704,2023-12-31,261265000000.0,492628000000.0,140678000000.0,322821000000.0,32602000000.0,140678000000.0,,492628000000.0
4704,2024-03-31,169122000000.0,396985000000.0,16185000000.0,87435000000.0,12367000000.0,13664000000.0,,396985000000.0
4704,2024-06-30,159534000000.0,377963000000.0,29104000000.0,176530000000.0,25168000000.0,26371000000.0,,377963000000.0
4704,2024-12-31,187392000000.0,400316000000.0,55580000000.0,343483000000.0,48293000000.0,52840000000.0,,400316000000.0
4704,2025-06-30,195469000000.0,375132000000.0,21314000000.0,161670000000.0,28472000000.0,21475000000.0,,375132000000.0
4751,2023-09-30,201780000000.0,477826000000.0,22532000000.0,757831000000.0,31699000000.0,24915000000.0,,477826000000.0
4751,2023-12-31,184763000000.0,468681000000.0,3090000000.0,201729000000.0,8468000000.0,6478000000.0,,468681000000.0
4751,2024-03-31,205575000000.0,499775000000.0,22630000000.0,426833000000.0,32042000000.0,27788000000.0,,499775000000.0
4751,2024-09-30,211135000000.0,520417000000.0,30825000000.0,840484000000.0,51764000000.0,41475000000.0,,520417000000.0
4751,2025-03-31,200400000000.0,520288000000.0,29705000000.0,438419000000.0,34752000000.0,29178000000.0,,520288000000.0
4755,2023-12-31,5127674000000.0,4207994000000.0,233161000000.0,2302035000000.0,7489000000.0,133151000000.0,-217741000000.0,22625576000000.0
4755,2024-03-31,5369133000000.0,,-42394000000.0,579001000000.0,-33272000000.0,,-28469000000.0,23851066000000.0
4755,2024-06-30,5942223000000.0,,-75962000000.0,1180554000000.0,-51603000000.0,,-43306000000.0,24828283000000.0
4755,2024-12-31,6170888000000.0,5272845000000.0,293407000000.0,2543204000000.0,52975000000.0,-8318000000.0,16277000000.0,26514728000000.0
4755,2025-06-30,5379231000000.0,,-124435000000.0,1309107000000.0,-6610000000.0,,-66247000000.0,26277636000000.0
4901,2023-09-30,322183000000.0,2978432000000.0,,1388470000000.0,,,,4526972000000.0
4901,2023-12-31,242939000000.0,2974768000000.0,,2155411000000.0,,,,4549044000000.0
4901,2024-03-31,179715000000.0,3173315000000.0,8571000000.0,2960916000000.0,883000000.0,8572000000.0,,4783460000000.0
4901,2024-09-30,187120000000.0,3160940000000.0,,1514749000000.0,,,,4893993000000.0
4901,2025-03-31,172111000000.0,3352682000000.0,5867000000.0,3195828000000.0,1180000000.0,5977000000.0,,5249908000000.0
4911,2023-12-31,104685000000.0,869593000000.0,21749000000.0,1208715000000.0,28133000000.0,29459000000.0,31037000000.0,1255497000000.0
4911,2024-03-31,90380000000.0,,-3286000000.0,310593000000.0,-8745000000.0,,-3827000000.0,1346308000000.0
4911,2024-06-30,91857000000.0,,15000000.0,634595000000.0,-2728000000.0,,4207000000.0,1350040000000.0
4911,2024-12-31,98479000000.0,936240000000.0,26765000000.0,1231608000000.0,7575000000.0,18032000000.0,-1265000000.0,1331848000000.0
4911,2025-06-30,81517000000.0,,9535000000.0,479308000000.0,18084000000.0,,19202000000.0,1250602000000.0
5019,2023-12-31,192274000000.0,5272145000000.0,325325000000.0,6479410000000.0,305925000000.0,327282000000.0,,5272145000000.0
5019,2024-03-31,139325000000.0,5012295000000.0,326754000000.0,8827892000000.0,362404000000.0,385246000000.0,,5012295000000.0
5019,2024-09-30,31631000000.0,4687008000000.0,130768000000.0,4557415000000.0,102922000000.0,124883000000.0,,4687008000000.0
5019,2025-03-31,165762000000.0,4775586000000.0,158361000000.0,9300357000000.0,184535000000.0,214764000000.0,,4775586000000.0
5020,2023-12-31,448323000000.0,,206766000000.0,10245315000000.0,386319000000.0,,371792000000.0,10334461000000.0
5020,2024-03-31,775906000000.0,4147212000000.0,288121000000.0,13856662000000.0,464946000000.0,-336000000.0,448075000000.0,10136545000000.0
5020,2024-09-30,408813000000.0,,68168000000.0,6348423000000.0,146033000000.0,,131753000000.0,9501865000000.0
5020,2025-03-31,846563000000.0,3740637000000.0,412185000000.0,12322494000000.0,158268000000.0,157302000000.0,88219000000.0,8789377000000.0
5108,2023-12-31,724601000000.0,2121023000000.0,341800000000.0,4692072000000.0,481775000000.0,300594000000.0,444154000000.0,5427813000000.0
5108,2024-03-31,662070000000.0,,86602000000.0,1147074000000.0,117755000000.0,,120177000000.0,5591424000000.0
5108,2024-06-30,649136000000.0,,199082000000.0,2351285000000.0,280419000000.0,,276866000000.0,5865736000000.0
5108,2024-12-31,706732000000.0,2114128000000.0,289655000000.0,4771385000000.0,443319000000.0,227240000000.0,421437000000.0,5723517000000.0
5108,2025-06-30,690874000000.0,,115523000000.0,2287718000000.0,164484000000.0,,155411000000.0,5481150000000.0
5201,2023-12-31,146061000000.0,1386107000000.0,123407000000.0,2073486000000.0,128779000000.0,115124000000.0,122775000000.0,2932991000000.0
5201,2024-03-31,123020000000.0,,-20955000000.0,513037000000.0,24143000000.0,,-6303000000.0,2989755000000.0
5201,2024-06-30,108874000000.0,,-93544000000.0,1042249000000.0,56690000000.0,,-86084000000.0,2957550000000.0
5201,2024-12-31,107988000000.0,1328766000000.0,-98.26,2115293000000.0,125835000000.0,94265000000.0,-50050000000.0,2889665000000.0
5201,2025-06-30,100492000000.0,,13905000000.0,1012068000000.0,54022000000.0,,33751000000.0,2804883000000.0
5332,2023-12-31,85014000000.0,764804000000.0,40260000000.0,581277000000.0,35035000000.0,37569000000.0,,764804000000.0
5332,2024-03-31,103546000000.0,790255000000.0,54206000000.0,779819000000.0,45304000000.0,51515000000.0,,790255000000.0
5332,2024-09-30,113324000000.0,821145000000.0,26445000000.0,397024000000.0,25346000000.0,22671000000.0,,821145000000.0
5332,2025-03-31,122750000000.0,813924000000.0,38963000000.0,808804000000.0,51392000000.0,50369000000.0,,813924000000.0
5401,2023-12-31,585421000000.0,,440914000000.0,6784837000000.0,618683000000.0,,692371000000.0,10697637000000.0
5401,2024-03-31,448892000000.0,6589405000000.0,549372000000.0,9057985000000.0,778662000000.0,453113000000.0,763972000000.0,10786381000000.0
5401,2024-09-30,640573000000.0,,243347000000.0,4471392000000.0,375753000000.0,,375753000000.0,11201063000000.0
5401,2025-03-31,672526000000.0,6775951000000.0,350227000000.0,8883356000000.0,547960000000.0,294242000000.0,524377000000.0,11131834000000.0
5406,2023-12-31,316626000000.0,2976275000000.0,161730000000.0,1921986000000.0,138239000000.0,136564000000.0,,2976275000000.0
5406,2024-03-31,278844000000.0,2919774000000.0,162274000000.0,2610329000000.0,186628000000.0,166086000000.0,,2919774000000.0
5406,2024-09-30,195584000000.0,2847304000000.0,76334000000.0,1280507000000.0,77705000000.0,73329000000.0,,2847304000000.0
5406,2025-03-31,220122000000.0,2891053000000.0,141091000000.0,2622981000000.0,158721000000.0,163216000000.0,,2891053000000.0
5411,2023-12-31,118115000000.0,,162922000000.0,4276467000000.0,240615000000.0,,226351000000.0,5658557000000.0
5411,2024-03-31,243079000000.0,2843701000000.0,197421000000.0,5732485000000.0,287003000000.0,51102000000.0,268386000000.0,6254295000000.0
5411,2024-09-30,133721000000.0,,42485000000.0,2714370000000.0,69788000000.0,,59963000000.0,5603344000000.0
5411,2025-03-31,172841000000.0,2816037000000.0,91867000000.0,5373566000000.0,165068000000.0,60005000000.0,144315000000.0,6195455000000.0
5713,2023-12-31,274484000000.0,,58326000000.0,1180527000000.0,,,89576000000.0,3025088000000.0
5713,2024-03-31,151022000000.0,2076393000000.0,101076000000.0,1569660000000.0,85670000000.0,105272000000.0,107841000000.0,3023844000000.0
5713,2024-09-30,169998000000.0,,46503000000.0,875726000000.0,,,73005000000.0,3260216000000.0
5713,2025-03-31,159712000000.0,2026038000000.0,45360000000.0,1737923000000.0,77675000000.0,119350000000.0,101836000000.0,3068622000000.0
5801,2023-12-31,48941000000.0,965175000000.0,1038000000.0,782311000000.0,10230000000.0,-2957000000.0,,965175000000.0
5801,2024-03-31,53098000000.0,985007000000.0,20064000000.0,1078884000000.0,18702000000.0,10267000000.0,,985007000000.0
5801,2024-09-30,56480000000.0,975812000000.0,15887000000.0,583194000000.0,17627000000.0,18989000000.0,,975812000000.0
5801,2025-03-31,66092000000.0,987016000000.0,54089000000.0,1226696000000.0,47152000000.0,48571000000.0,,987016000000.0
5802,2023-12-31,308449000000.0,4221085000000.0,134944000000.0,3296742000000.0,148332000000.0,139441000000.0,,4221085000000.0
5802,2024-03-31,269744000000.0,4365397000000.0,238545000000.0,4503118000000.0,226618000000.0,215341000000.0,,4365397000000.0
5802,2024-09-30,276301000000.0,4454771000000.0,122575000000.0,2302582000000.0,119315000000.0,121704000000.0,,4454771000000.0
5802,2025-03-31,295903000000.0,4441629000000.0,304064000000.0,4789265000000.0,320938000000.0,309496000000.0,,4441629000000.0
5803,2023-12-31,129171000000.0,690258000000.0,50104000000.0,600297000000.0,51443000000.0,51530000000.0,,690258000000.0
5803,2024-03-31,147760000000.0,723867000000.0,64215000000.0,801571000000.0,69483000000.0,69733000000.0,,723867000000.0
5803,2024-09-30,155300000000.0,732018000000.0,44690000000.0,448586000000.0,55141000000.0,52197000000.0,,732018000000.0
5803,2025-03-31,184991000000.0,830307000000.0,121400000000.0,981311000000.0,135519000000.0,137240000000.0,,830307000000.0
6098,2023-12-31,1042085000000.0,,319434000000.0,2599290000000.0,346803000000.0,,382032000000.0,3020266000000.0
6098,2024-03-31,1136858000000.0,1768645000000.0,353654000000.0,3453901000000.0,402526000000.0,139488000000.0,426241000000.0,3144646000000.0
6098,2024-09-30,757697000000.0,,222495000000.0,1817099000000.0,269708000000.0,,297053000000.0,2712935000000.0
6098,2025-03-31,808625000000.0,1654348000000.0,618151000000.0,3609573000000.0,605107000000.0,603655000000.0,527143000000.0,2772252000000.0
6146,2023-12-31,172222000000.0,496088000000.0,68122000000.0,203255000000.0,75363000000.0,75727000000.0,,496088000000.0
6146,2024-03-31,215486000000.0,556058000000.0,114576000000.0,307554000000.0,121490000000.0,122393000000.0,,556058000000.0
6146,2024-09-30,243571000000.0,590998000000.0,74775000000.0,179043000000.0,75952000000.0,75052000000.0,,590998000000.0
6146,2025-03-31,229167000000.0,654087000000.0,168146000000.0,393313000000.0,166834000000.0,168943000000.0,,654087000000.0
6178,2023-09-30,65193449000000.0,295910467000000.0,312285000000.0,5618183000000.0,138650000000.0,6307813000000.0,,295910467000000.0
6178,2023-12-31,60838621000000.0,294067284000000.0,492000000000.0,8432607000000.0,,9404565000000.0,,294067284000000.0
6178,2024-03-31,59507482000000.0,298689150000000.0,629029000000.0,11982152000000.0,145502000000.0,13225822000000.0,,298689150000000.0
6178,2024-09-30,67588013000000.0,303322665000000.0,386884000000.0,5511971000000.0,126849000000.0,6182054000000.0,,303322665000000.0
6178,2025-03-31,67199263000000.0,297149653000000.0,762878000000.0,11468368000000.0,139262000000.0,12686655000000.0,,297149653000000.0
6201,2023-12-31,476909000000.0,,230801000000.0,2871015000000.0,201164000000.0,,302259000000.0,9245855000000.0
6201,2024-03-31,523230000000.0,7732127000000.0,348602000000.0,3892405000000.0,200726000000.0,178619000000.0,309190000000.0,11078462000000.0
6201,2024-09-30,560248000000.0,,147421000000.0,2044522000000.0,126469000000.0,,192840000000.0,9295898000000.0
6201,2025-03-31,378455000000.0,5737794000000.0,262312000000.0,4143306000000.0,221958000000.0,180360000000.0,351463000000.0,9403481000000.0
6254,2023-12-31,11565602000.0,60671701000.0,8456189000.0,70286380000.0,8451725000.0,8447882000.0,,60671701000.0
6254,2024-03-31,12141827000.0,70602796000.0,10827609000.0,83824269000.0,10647775000.0,10819278000.0,,70602796000.0
6254,2024-09-30,11682015000.0,88415160000.0,59761000.0,19821441000.0,1552585000.0,59787000.0,,88415160000.0
6254,2025-03-31,17330150000.0,116783140000.0,13399813000.0,99651712000.0,15372161000.0,13399839000.0,,116783140000.0
6273,2023-12-31,525886000000.0,2025345000000.0,186631000000.0,582619000000.0,155191000000.0,185594000000.0,,2025345000000.0
6273,2024-03-31,511257000000.0,2094559000000.0,252653000000.0,776873000000.0,196226000000.0,251008000000.0,,2094559000000.0
6273,2024-09-30,521356000000.0,2061659000000.0,103947000000.0,395061000000.0,99497000000.0,104283000000.0,,2061659000000.0
6273,2025-03-31,655779000000.0,2100767000000.0,211068000000.0,792108000000.0,190244000000.0,209921000000.0,,2100767000000.0
6301,2023-12-31,343456000000.0,2989748000000.0,,2794990000000.0,,,,5369420000000.0
6301,2024-03-31,403178000000.0,3198452000000.0,233782000000.0,3865122000000.0,134910000000.0,233701000000.0,,5636656000000.0
6301,2024-09-30,409535000000.0,3100852000000.0,,1968066000000.0,,,,5558616000000.0
6301,2025-03-31,385569000000.0,3344853000000.0,299796000000.0,4104395000000.0,149744000000.0,249902000000.0,,5773523000000.0
6323,2023-11-30,36731000000.0,153595000000.0,21321000000.0,65168000000.0,16311000000.0,21326000000.0,,153595000000.0
6323,2024-02-29,37951000000.0,156136000000.0,27066000000.0,93264000000.0,24735000000.0,27076000000.0,,156136000000.0
6323,2024-05-31,40206000000.0,161752000000.0,11362000000.0,29393000000.0,8962000000.0,11361000000.0,,161752000000.0
6323,2024-08-31,55080000000.0,184726000000.0,20559000000.0,60337000000.0,17609000000.0,20574000000.0,,184726000000.0
6323,2025-02-28,62990000000.0,187738000000.0,32560000000.0,124517000000.0,33075000000.0,35454000000.0,,187738000000.0
6326,2023-12-31,222118000000.0,1711527000000.0,238455000000.0,3020711000000.0,355788000000.0,109238000000.0,342289000000.0,5359247000000.0
6326,2024-03-31,249155000000.0,,72922000000.0,775232000000.0,105426000000.0,,106119000000.0,5752993000000.0
6326,2024-06-30,286983000000.0,,150804000000.0,1579599000000.0,215855000000.0,,216727000000.0,6080813000000.0
6326,2024-12-31,295130000000.0,1793705000000.0,230437000000.0,3016281000000.0,347390000000.0,176659000000.0,335297000000.0,6018665000000.0
6326,2025-06-30,200859000000.0,,92479000000.0,1454933000000.0,148258000000.0,,151451000000.0,5665540000000.0
6361,2023-12-31,148059000000.0,602674000000.0,60283000000.0,761954000000.0,87907000000.0,49843000000.0,84733000000.0,913900000000.0
6361,2024-03-31,165211000000.0,,14698000000.0,194497000000.0,20120000000.0,,20877000000.0,953442000000.0
6361,2024-06-30,178492000000.0,,29216000000.0,395982000000.0,41295000000.0,,42150000000.0,968896000000.0
6361,2024-12-31,171031000000.0,649607000000.0,71401000000.0,870016000000.0,100625000000.0,53716000000.0,99852000000.0,1005085000000.0
6361,2025-06-30,163781000000.0,,31341000000.0,450795000000.0,51528000000.0,,46132000000.0,991823000000.0
6367,2023-12-31,719105000000.0,4681851000000.0,285532000000.0,3287224000000.0,306490000000.0,282113000000.0,,4681851000000.0
6367,2024-03-31,737961000000.0,4880230000000.0,385294000000.0,4426199000000.0,392137000000.0,354492000000.0,,4880230000000.0
6367,2024-09-30,827228000000.0,4930365000000.0,222462000000.0,2509496000000.0,246594000000.0,224168000000.0,,4930365000000.0
6367,2025-03-31,802663000000.0,5133416000000.0,376095000000.0,4782071000000.0,401669000000.0,366446000000.0,,5133416000000.0
6383,2023-12-31,119344000000.0,640379000000.0,38640000000.0,488167000000.0,37091000000.0,39298000000.0,,640379000000.0
6383,2024-03-31,142044000000.0,646154000000.0,63287000000.0,680826000000.0,62079000000.0,64207000000.0,,646154000000.0
6383,2024-09-30,199760000000.0,689559000000.0,38547000000.0,332500000000.0,38144000000.0,38186000000.0,,689559000000.0
6383,2024-12-31,221521000000.0,688707000000.0,74488000000.0,610031000000.0,71546000000.0,74498000000.0,,688707000000.0
6383,2025-06-30,230838000000.0,703697000000.0,55641000000.0,353315000000.0,51103000000.0,52523000000.0,,703697000000.0
6479,2023-12-31,138762000000.0,,34400000000.0,1053324000000.0,51253000000.0,,51002000000.0,1402586000000.0
6479,2024-03-31,146664000000.0,781614000000.0,54035000000.0,1402127000000.0,73536000000.0,6175000000.0,75545000000.0,1416122000000.0
6479,2024-09-30,151334000000.0,,26048000000.0,778237000000.0,48171000000.0,,37387000000.0,1519044000000.0
6479,2025-03-31,214256000000.0,892656000000.0,59457000000.0,1522703000000.0,94482000000.0,22660000000.0,82609000000.0,1584814000000.0
6501,2023-12-31,864301000000.0,,445092000000.0,7688038000000.0,,,642107000000.0,12073212000000.0
6501,2024-03-31,705367000000.0,6095488000000.0,632088000000.0,10381101000000.0,147712000000.0,401001000000.0,825801000000.0,13909056000000.0
6501,2024-09-30,794264000000.0,,292273000000.0,4830924000000.0,,,439335000000.0,12568628000000.0
6501,2025-03-31,866242000000.0,6515451000000.0,615724000000.0,10408803000000.0,212094000000.0,428610000000.0,962733000000.0,15805458000000.0
6503,2023-12-31,645607000000.0,,186097000000.0,4378539000000.0,253347000000.0,,249023000000.0,5795203000000.0
6503,2024-03-31,765384000000.0,3277009000000.0,335500000000.0,6074989000000.0,367255000000.0,225149000000.0,365853000000.0,6167340000000.0
6503,2024-09-30,754504000000.0,,118640000000.0,3058393000000.0,199913000000.0,,176744000000.0,6092803000000.0
6503,2025-03-31,757331000000.0,3383498000000.0,324084000000.0,6340264000000.0,432482000000.0,279433000000.0,437265000000.0,6375680000000.0
6504,2023-12-31,52531000000.0,1194461000000.0,62603000000.0,801062000000.0,62217000000.0,56639000000.0,,1194461000000.0
6504,2024-03-31,66186000000.0,1271174000000.0,114032000000.0,1161151000000.0,113690000000.0,107822000000.0,,1271174000000.0
6504,2024-09-30,65448000000.0,1232518000000.0,55294000000.0,518229000000.0,43573000000.0,38949000000.0,,1232518000000.0
6504,2025-03-31,63542000000.0,1312175000000.0,133661000000.0,1167787000000.0,125036000000.0,118759000000.0,,1312175000000.0
6506,2023-11-30,55421000000.0,,34788000000.0,450687000000.0,48771000000.0,,48431000000.0,713213000000.0
6506,2024-02-29,40279000000.0,317822000000.0,50687000000.0,613400000000.0,69401000000.0,21786000000.0,69078000000.0,702335000000.0
6506,2024-05-31,49881000000.0,,9199000000.0,141576000000.0,11721000000.0,,12328000000.0,726405000000.0
6506,2024-08-31,52083000000.0,,17851000000.0,279999000000.0,24307000000.0,,24427000000.0,706987000000.0
6506,2025-02-28,59028000000.0,343829000000.0,56987000000.0,573386000000.0,52954000000.0,23083000000.0,78454000000.0,743774000000.0
6532,2023-11-30,43470000000.0,73209000000.0,23699000000.0,67717000000.0,24194000000.0,23699000000.0,24153000000.0,88999000000.0
6532,2024-02-29,45778000000.0,84230000000.0,33526000000.0,93909000000.0,34219000000.0,33526000000.0,34160000000.0,99883000000.0
6532,2024-05-31,48724000000.0,82634000000.0,9307000000.0,27297000000.0,9455000000.0,9307000000.0,9436000000.0,99791000000.0
6532,2024-08-31,52367000000.0,90311000000.0,17812000000.0,54094000000.0,18129000000.0,17812000000.0,18089000000.0,106347000000.0
6532,2025-02-28,60552000000.0,91929000000.0,30760000000.0,116056000000.0,42615000000.0,18469000000.0,42546000000.0,124665000000.0
6586,2023-12-31,151640000000.0,,32637000000.0,766831000000.0,48049000000.0,,46113000000.0,997200000000.0
6586,2024-03-31,196645000000.0,602265000000.0,98177000000.0,1032821000000.0,66169000000.0,99626000000.0,64017000000.0,1372604000000.0
6586,2024-09-30,229863000000.0,,38200000000.0,618191000000.0,51415000000.0,,51323000000.0,1046951000000.0
6586,2025-03-31,253279000000.0,605075000000.0,79338000000.0,1235194000000.0,107038000000.0,45945000000.0,108477000000.0,1381443000000.0
6594,2023-12-31,200358000000.0,,145908000000.0,1754688000000.0,181507000000.0,,193744000000.0,3107768000000.0
6594,2024-03-31,217005000000.0,1691144000000.0,156682000000.0,2347159000000.0,178885000000.0,164990000000.0,202612000000.0,3160635000000.0
6594,2024-09-30,215624000000.0,,75572000000.0,1293811000000.0,130501000000.0,,100174000000.0,3181383000000.0
6594,2025-03-31,246239000000.0,1801917000000.0,164365000000.0,2607813000000.0,254509000000.0,60115000000.0,233309000000.0,3315293000000.0
6645,2023-12-31,129311000000.0,,,607985000000.0,,,,1284432000000.0
6645,2024-03-31,143086000000.0,680668000000.0,15792000000.0,818761000000.0,-31910000000.0,-8260000000.0,,1354729000000.0
6645,2024-09-30,161338000000.0,,,374638000000.0,,,,1349165000000.0
6645,2025-03-31,149023000000.0,589968000000.0,-188.47,801753000000.0,-24176000000.0,72918000000.0,,1361790000000.0
6701,2023-12-31,382972000000.0,,34040000000.0,2393276000000.0,69815000000.0,,68154000000.0,4090910000000.0
6701,2024-03-31,476490000000.0,2745211000000.0,220760000000.0,3477262000000.0,188012000000.0,158337000000.0,185011000000.0,4227514000000.0
6701,2024-09-30,483984000000.0,,13460000000.0,1486676000000.0,44693000000.0,,26677000000.0,4069359000000.0
6701,2025-03-31,584615000000.0,3069616000000.0,314960000000.0,3423431000000.0,256497000000.0,253345000000.0,239771000000.0,4315368000000.0
6702,2023-12-31,364379000000.0,,26084000000.0,2680158000000.0,113333000000.0,,60971000000.0,3230151000000.0
6702,2024-03-31,342139000000.0,1972275000000.0,254478000000.0,3805218000000.0,160260000000.0,133633000000.0,178180000000.0,3514818000000.0
6702,2024-09-30,356667000000.0,,35636000000.0,1730290000000.0,56395000000.0,,54848000000.0,3382167000000.0
6702,2025-03-31,320099000000.0,1935277000000.0,240116000000.0,3617680000000.0,265089000000.0,198666000000.0,273445000000.0,3497808000000.0
6723,2023-12-31,434681000000.0,2575156000000.0,337086000000.0,1469707000000.0,501638000000.0,297041000000.0,422173000000.0,3167003000000.0
6723,2024-03-31,231840000000.0,,79866000000.0,351790000000.0,113516000000.0,,91752000000.0,3233747000000.0
6723,2024-06-30,288358000000.0,,139632000000.0,710597000000.0,224072000000.0,,166042000000.0,3661634000000.0
6723,2024-12-31,229249000000.0,3500965000000.0,221986000000.0,1348479000000.0,397912000000.0,212892000000.0,263833000000.0,4490436000000.0
6723,2025-06-30,211111000000.0,,-175342000000.0,634311000000.0,175689000000.0,,-169288000000.0,3872164000000.0
6752,2023-12-31,1038316000000.0,,399178000000.0,6300306000000.0,320257000000.0,,368784000000.0,8910636000000.0
6752,2024-03-31,1119625000000.0,4361539000000.0,443994000000.0,8496420000000.0,360962000000.0,110368000000.0,425239000000.0,9411195000000.0
6752,2024-09-30,922960000000.0,,188909000000.0,4251310000000.0,216046000000.0,,250959000000.0,9315405000000.0
6752,2025-03-31,847561000000.0,4417684000000.0,366205000000.0,8458185000000.0,426490000000.0,128464000000.0,486289000000.0,9343191000000.0
6753,2023-12-31,211908000000.0,1747927000000.0,11550000000.0,1799717000000.0,19569000000.0,6580000000.0,,1747927000000.0
6753,2024-03-31,227130000000.0,1590032000000.0,-172.65,2367142000000.0,29674000000.0,-7084000000.0,,1590032000000.0
6753,2024-09-30,248862000000.0,1550920000000.0,31458000000.0,1113985000000.0,18205000000.0,1466000000.0,,1550920000000.0
6753,2025-03-31,279307000000.0,1453730000000.0,53637000000.0,2189870000000.0,46893000000.0,17653000000.0,,1453730000000.0
6758,2023-12-31,2019112000000.0,,781568000000.0,8449647000000.0,1008958000000.0,,992184000000.0,33643625000000.0
6758,2024-03-31,1907113000000.0,4965082000000.0,970573000000.0,11260037000000.0,1265664000000.0,303611000000.0,1268662000000.0,34107490000000.0
6758,2024-09-30,1728710000000.0,,570134000000.0,5536585000000.0,763904000000.0,,767114000000.0,34280701000000.0
6758,2025-03-31,2980956000000.0,5281630000000.0,1141600000000.0,12034917000000.0,1453963000000.0,322865000000.0,1473726000000.0,35293173000000.0
6762,2023-12-31,626455000000.0,,119491000000.0,1618961000000.0,155748000000.0,,157122000000.0,3314424000000.0
6762,2024-03-31,649998000000.0,1714941000000.0,124687000000.0,2103876000000.0,195654000000.0,109083000000.0,179241000000.0,3415304000000.0
6762,2024-09-30,696712000000.0,,105710000000.0,1089501000000.0,133302000000.0,,137304000000.0,3512840000000.0
6762,2025-03-31,697307000000.0,1811254000000.0,167161000000.0,2204806000000.0,234448000000.0,53267000000.0,237808000000.0,3541415000000.0
