Code,PeriodEnd,Cash,NetAssets,NetIncome,NetSales,OperatingIncome,OrdinaryIncome,ProfitBeforeTax,TotalAssets
6857,2023-12-31,75717000000.0,,47143000000.0,350744000000.0,62099000000.0,,59567000000.0,635025000000.0
6857,2024-03-31,106702000000.0,586204000000.0,62290000000.0,486507000000.0,81628000000.0,58068000000.0,78170000000.0,671229000000.0
6857,2024-09-30,167164000000.0,,69343000000.0,329206000000.0,94859000000.0,,92645000000.0,762110000000.0
6857,2025-03-31,262544000000.0,809980000000.0,226951000000.0,779707000000.0,228161000000.0,226951000000.0,224774000000.0,854210000000.0
6861,2023-12-20,451518000000.0,2819378000000.0,377560000000.0,707189000000.0,359515000000.0,377560000000.0,,2819378000000.0
6861,2024-03-20,520356000000.0,2964792000000.0,519295000000.0,967288000000.0,495014000000.0,519295000000.0,,2964792000000.0
6861,2024-06-20,496076000000.0,3002915000000.0,131444000000.0,247223000000.0,123405000000.0,131444000000.0,,3002915000000.0
6861,2024-09-20,550169000000.0,3114553000000.0,265717000000.0,515550000000.0,263965000000.0,265717000000.0,,3114553000000.0
6861,2025-03-20,579051000000.0,3289224000000.0,561010000000.0,1059145000000.0,549775000000.0,561010000000.0,,3289224000000.0
6869,2023-12-31,59362000000.0,,34464000000.0,440574000000.0,59205000000.0,,51102000000.0,567200000000.0
6869,2024-03-31,75507000000.0,355431000000.0,49639000000.0,626112000000.0,82563000000.0,65968000000.0,74600000000.0,618920000000.0
6869,2024-09-30,91719000000.0,,26002000000.0,319007000000.0,47111000000.0,,38280000000.0,618061000000.0
6869,2025-03-31,89570000000.0,364655000000.0,53669000000.0,671088000000.0,90657000000.0,65598000000.0,79221000000.0,665268000000.0
6902,2023-12-31,803820000000.0,,175622000000.0,6525902000000.0,238576000000.0,,288715000000.0,8319545000000.0
6902,2024-03-31,789390000000.0,5597935000000.0,312791000000.0,8699818000000.0,380599000000.0,155572000000.0,436237000000.0,9093370000000.0
6902,2024-09-30,1106386000000.0,,190837000000.0,4258449000000.0,251227000000.0,,281734000000.0,8134333000000.0
6902,2025-03-31,986531000000.0,4747253000000.0,710191000000.0,8738386000000.0,518953000000.0,359376000000.0,578005000000.0,8125000000000.0
6920,2023-12-31,30638000000.0,252341000000.0,31302000000.0,94989000000.0,31752000000.0,31302000000.0,,252341000000.0
6920,2024-03-31,29744000000.0,259146000000.0,58693000000.0,157202000000.0,58110000000.0,58693000000.0,,259146000000.0
6920,2024-06-30,38152000000.0,271288000000.0,82021000000.0,213506000000.0,81375000000.0,82021000000.0,,271288000000.0
6920,2024-12-31,26828000000.0,288347000000.0,62438000000.0,128968000000.0,63662000000.0,62438000000.0,,288347000000.0
6920,2025-06-30,86087000000.0,329601000000.0,119444000000.0,251477000000.0,122843000000.0,119444000000.0,,329601000000.0
6954,2023-12-31,461179000000.0,1860791000000.0,135146000000.0,596525000000.0,107423000000.0,135146000000.0,,1860791000000.0
6954,2024-03-31,526881000000.0,1926037000000.0,181755000000.0,795274000000.0,141919000000.0,181755000000.0,,1926037000000.0
6954,2024-09-30,553020000000.0,1902485000000.0,94780000000.0,387962000000.0,75588000000.0,94780000000.0,,1902485000000.0
6954,2025-03-31,590504000000.0,1937031000000.0,196738000000.0,797129000000.0,158846000000.0,196738000000.0,,1937031000000.0
6963,2023-12-31,239099000000.0,1423004000000.0,63743000000.0,359757000000.0,40649000000.0,60118000000.0,,1423004000000.0
6963,2024-03-31,237936000000.0,1481274000000.0,71683000000.0,473885000000.0,43327000000.0,69200000000.0,,1481274000000.0
6963,2024-09-30,298653000000.0,1528346000000.0,5506000000.0,235111000000.0,5531000000.0,-129000000.0,,1528346000000.0
6963,2025-03-31,234966000000.0,1440765000000.0,24000000.0,454759000000.0,2691000000.0,-19742000000.0,,1440765000000.0
6966,2023-10-31,44053000000.0,193043000000.0,16808000000.0,149332000000.0,13703000000.0,16749000000.0,,193043000000.0
6966,2024-01-31,39248000000.0,195696000000.0,21792000000.0,202535000000.0,18520000000.0,21733000000.0,,195696000000.0
6966,2024-04-30,46803000000.0,212371000000.0,6532000000.0,52006000000.0,4049000000.0,6462000000.0,,212371000000.0
6966,2024-07-31,46431000000.0,214780000000.0,9607000000.0,107025000000.0,7850000000.0,9431000000.0,,214780000000.0
6966,2025-01-31,49604000000.0,223698000000.0,17176000000.0,220805000000.0,16109000000.0,16943000000.0,,223698000000.0
6966,2025-07-31,56161000000.0,234394000000.0,6317000000.0,111346000000.0,6955000000.0,5978000000.0,,234394000000.0
6971,2023-12-31,381172000000.0,,90366000000.0,1519432000000.0,79844000000.0,,125638000000.0,4326812000000.0
6971,2024-03-31,424792000000.0,3273602000000.0,101446000000.0,2040802000000.0,92923000000.0,91203000000.0,136143000000.0,4465376000000.0
6971,2024-09-30,386862000000.0,,36078000000.0,1016867000000.0,37876000000.0,,51820000000.0,4408426000000.0
6971,2025-03-31,444744000000.0,3272155000000.0,44184000000.0,2049885000000.0,27299000000.0,59507000000.0,63631000000.0,4511307000000.0
6976,2023-12-31,97746000000.0,556688000000.0,7334000000.0,241813000000.0,7043000000.0,7456000000.0,,556688000000.0
6976,2024-03-31,102783000000.0,579686000000.0,13073000000.0,322647000000.0,9079000000.0,13757000000.0,,579686000000.0
6976,2024-09-30,98838000000.0,590995000000.0,5265000000.0,167856000000.0,7576000000.0,6759000000.0,,590995000000.0
6976,2025-03-31,78166000000.0,573188000000.0,8365000000.0,341438000000.0,10459000000.0,10517000000.0,,573188000000.0
6981,2023-12-31,533025000000.0,,174512000000.0,1249744000000.0,215119000000.0,,225434000000.0,2988056000000.0
6981,2024-03-31,622007000000.0,1414724000000.0,180838000000.0,1640158000000.0,234181000000.0,103760000000.0,239404000000.0,3037895000000.0
6981,2024-09-30,571702000000.0,,130320000000.0,883481000000.0,158172000000.0,,164029000000.0,2970137000000.0
6981,2025-03-31,625148000000.0,1452484000000.0,233818000000.0,1743352000000.0,279702000000.0,223281000000.0,304404000000.0,3028194000000.0
6988,2023-12-31,311660000000.0,,81600000000.0,716832000000.0,123527000000.0,,112025000000.0,1198754000000.0
6988,2024-03-31,342269000000.0,782752000000.0,102679000000.0,946582000000.0,153762000000.0,94261000000.0,138901000000.0,1251087000000.0
6988,2024-09-30,340298000000.0,,79975000000.0,530687000000.0,116930000000.0,,108932000000.0,1292749000000.0
6988,2025-03-31,363344000000.0,824328000000.0,137237000000.0,1030850000000.0,207262000000.0,131046000000.0,185329000000.0,1321920000000.0
7003,2023-12-31,38346000000.0,467035000000.0,13950000000.0,227694000000.0,16241000000.0,11690000000.0,,467035000000.0
7003,2024-03-31,35570000000.0,467140000000.0,25327000000.0,318809000000.0,25996000000.0,20711000000.0,,467140000000.0
7003,2024-09-30,39292000000.0,429287000000.0,35657000000.0,152486000000.0,12973000000.0,13310000000.0,,429287000000.0
7003,2025-03-31,35353000000.0,468173000000.0,64744000000.0,331271000000.0,26887000000.0,27756000000.0,,468173000000.0
7011,2023-12-31,312141000000.0,,138050000000.0,3266324000000.0,,,207599000000.0,6018192000000.0
7011,2024-03-31,431287000000.0,3480317000000.0,222023000000.0,4662979000000.0,73578000000.0,120278000000.0,315187000000.0,6256259000000.0
7011,2024-09-30,535839000000.0,,107120000000.0,2313333000000.0,,,168279000000.0,6477069000000.0
7011,2025-03-31,657816000000.0,4054184000000.0,245447000000.0,5080131000000.0,145072000000.0,187257000000.0,374531000000.0,6658924000000.0
7012,2023-12-31,102015000000.0,,9866000000.0,1283012000000.0,,,16540000000.0,2663212000000.0
7012,2024-03-31,84153000000.0,1623931000000.0,25377000000.0,1932515000000.0,-38370000000.0,-10984000000.0,31980000000.0,2680176000000.0
7012,2024-09-30,127394000000.0,,13667000000.0,927545000000.0,,,23736000000.0,2819241000000.0
7012,2025-03-31,132776000000.0,1863010000000.0,88001000000.0,2220861000000.0,46885000000.0,59416000000.0,107518000000.0,3016951000000.0
7013,2023-12-31,123503000000.0,,27967000000.0,899130000000.0,53244000000.0,,41174000000.0,2089432000000.0
7013,2024-03-31,138805000000.0,1390678000000.0,-481.35,1368608000000.0,17715000000.0,-89906000000.0,-72280000000.0,2097810000000.0
7013,2024-09-30,91918000000.0,,39309000000.0,776136000000.0,81315000000.0,,62660000000.0,2109984000000.0
7013,2025-03-31,136809000000.0,1492531000000.0,112740000000.0,1675253000000.0,162314000000.0,110012000000.0,138488000000.0,2240392000000.0
7014,2023-12-31,41235000000.0,156181000000.0,13731000000.0,97329000000.0,13401000000.0,13680000000.0,,156181000000.0
7014,2024-03-31,55386000000.0,174791000000.0,20156000000.0,135536000000.0,18935000000.0,20007000000.0,,174791000000.0
7014,2024-09-30,70655000000.0,188645000000.0,14583000000.0,78559000000.0,16305000000.0,14583000000.0,,188645000000.0
7014,2025-03-31,90140000000.0,209037000000.0,29590000000.0,159959000000.0,32159000000.0,29504000000.0,,209037000000.0
7182,2023-09-30,63294056000000.0,230396334000000.0,254010000000.0,1299521000000.0,,1299521000000.0,,230396334000000.0
7182,2023-12-31,58992100000000.0,229148192000000.0,365891000000.0,1934183000000.0,,1934183000000.0,,229148192000000.0
7182,2024-03-31,57724492000000.0,233907990000000.0,494060000000.0,2651706000000.0,,2651706000000.0,,233907990000000.0
7182,2024-09-30,65090503000000.0,238333917000000.0,321132000000.0,1255143000000.0,,1255143000000.0,,238333917000000.0
7182,2025-03-31,64639102000000.0,233601531000000.0,584178000000.0,2522052000000.0,,2522052000000.0,,233601531000000.0
7201,2023-12-31,1758840000000.0,18555210000000.0,441765000000.0,9360424000000.0,478375000000.0,540123000000.0,,18555210000000.0
7201,2024-03-31,2126206000000.0,19855151000000.0,599225000000.0,12944294000000.0,568718000000.0,702161000000.0,,19855151000000.0
7201,2024-09-30,1520005000000.0,18889069000000.0,90602000000.0,6119231000000.0,149008000000.0,116057000000.0,,18889069000000.0
7201,2025-03-31,2197513000000.0,19024060000000.0,202351000000.0,12907559000000.0,285647000000.0,583926000000.0,,19024060000000.0
7202,2023-12-31,362772000000.0,3191723000000.0,267286000000.0,2541532000000.0,253561000000.0,270203000000.0,,3191723000000.0
7202,2024-03-31,400786000000.0,3263001000000.0,305591000000.0,3386676000000.0,293085000000.0,313039000000.0,,3263001000000.0
7202,2024-09-30,386827000000.0,3166954000000.0,127683000000.0,1536305000000.0,129197000000.0,135332000000.0,,3166954000000.0
7202,2025-03-31,371763000000.0,1661382000000.0,140062000000.0,3235648000000.0,229461000000.0,248231000000.0,244964000000.0,3303310000000.0
7203,2023-12-31,7583154000000.0,,3947242000000.0,25345445000000.0,4240238000000.0,,5357065000000.0,84232154000000.0
7203,2024-03-31,9412060000000.0,28161955000000.0,5578695000000.0,33600612000000.0,5352934000000.0,5578695000000.0,6965085000000.0,90114296000000.0
7203,2024-09-30,7631457000000.0,,1907113000000.0,17134152000000.0,2464217000000.0,,2732069000000.0,89169296000000.0
7203,2025-03-31,8982404000000.0,29046699000000.0,4765086000000.0,35510157000000.0,4795586000000.0,4538037000000.0,6414590000000.0,93601350000000.0
7211,2023-12-31,639019000000.0,2343604000000.0,139424000000.0,2075953000000.0,160969000000.0,165998000000.0,,2343604000000.0
7211,2024-03-31,674234000000.0,2454470000000.0,180832000000.0,2809515000000.0,192345000000.0,209040000000.0,,2454470000000.0
7211,2024-09-30,568969000000.0,2356814000000.0,67964000000.0,1318978000000.0,91061000000.0,69235000000.0,,2356814000000.0
7211,2025-03-31,452510000000.0,2245920000000.0,87265000000.0,2804497000000.0,138826000000.0,98602000000.0,,2245920000000.0
7259,2023-12-31,489719000000.0,,67399000000.0,4330043000000.0,93785000000.0,,105528000000.0,4260684000000.0
7259,2024-03-31,527191000000.0,2968913000000.0,131604000000.0,5707084000000.0,143396000000.0,49715000000.0,149877000000.0,4643016000000.0
7259,2024-09-30,474304000000.0,,8069000000.0,2736729000000.0,56199000000.0,,19569000000.0,4208497000000.0
7259,2025-03-31,451690000000.0,2586258000000.0,107586000000.0,5671286000000.0,202941000000.0,105888000000.0,173440000000.0,4284600000000.0
7261,2023-12-31,745649000000.0,3515035000000.0,235324000000.0,6410383000000.0,276662000000.0,238998000000.0,,3515035000000.0
7261,2024-03-31,919265000000.0,3791768000000.0,298323000000.0,8510540000000.0,286961000000.0,320120000000.0,,3791768000000.0
7261,2024-09-30,1003795000000.0,3857448000000.0,80140000000.0,4125188000000.0,103048000000.0,83513000000.0,,3857448000000.0
7261,2025-03-31,1105585000000.0,4090081000000.0,155785000000.0,8440273000000.0,186125000000.0,188996000000.0,,4090081000000.0
7267,2023-12-31,4344475000000.0,,869609000000.0,15173186000000.0,1076385000000.0,,1264524000000.0,27429756000000.0
7267,2024-03-31,4954565000000.0,5026367000000.0,1107174000000.0,20685796000000.0,1381977000000.0,859011000000.0,1642384000000.0,29774150000000.0
7267,2024-09-30,4622289000000.0,,494683000000.0,10959072000000.0,742608000000.0,,741953000000.0,29273879000000.0
7267,2025-03-31,4528795000000.0,4501503000000.0,981217000000.0,22021292000000.0,1213486000000.0,1025746000000.0,1317640000000.0,30775867000000.0
7269,2023-12-31,812685000000.0,4912324000000.0,361179000000.0,3847482000000.0,346648000000.0,360734000000.0,,4912324000000.0
7269,2024-03-31,952839000000.0,5385618000000.0,489276000000.0,5374255000000.0,465563000000.0,488525000000.0,,5385618000000.0
7269,2024-09-30,930376000000.0,,217451000000.0,2855000000000.0,334949000000.0,,376459000000.0,5715495000000.0
7269,2025-03-31,855140000000.0,3407147000000.0,416050000000.0,5843087000000.0,642851000000.0,622089000000.0,730220000000.0,5993657000000.0
7270,2023-12-31,968800000000.0,,298859000000.0,3496398000000.0,370993000000.0,,416226000000.0,4354883000000.0
7270,2024-03-31,1460213000000.0,3123117000000.0,385084000000.0,4702947000000.0,468198000000.0,351150000000.0,532574000000.0,4814149000000.0
7270,2024-09-30,972800000000.0,,163033000000.0,2266158000000.0,221997000000.0,,220972000000.0,4797102000000.0
7270,2025-03-31,1427544000000.0,3290055000000.0,380455000000.0,4685763000000.0,420410000000.0,386708000000.0,448507000000.0,5088246000000.0
7272,2023-12-31,347016000000.0,2571962000000.0,241681000000.0,2480115000000.0,254209000000.0,241982000000.0,,2571962000000.0
7272,2024-03-31,374734000000.0,,55973000000.0,655036000000.0,77966000000.0,,77009000000.0,2799741000000.0
7272,2024-06-30,338137000000.0,,113076000000.0,1375017000000.0,154356000000.0,,154410000000.0,2805525000000.0
7272,2024-12-31,372999000000.0,1268523000000.0,119284000000.0,2632040000000.0,181515000000.0,188839000000.0,183175000000.0,2794577000000.0
7272,2025-06-30,361114000000.0,,53106000000.0,1305874000000.0,90075000000.0,,82920000000.0,2758359000000.0
7309,2023-12-31,493933000000.0,871731000000.0,83438000000.0,474362000000.0,83653000000.0,103369000000.0,,871731000000.0
7309,2024-03-31,506586000000.0,908758000000.0,28792000000.0,100557000000.0,13421000000.0,28852000000.0,,908758000000.0
7309,2024-06-30,548981000000.0,961480000000.0,55562000000.0,216887000000.0,30955000000.0,55625000000.0,,961480000000.0
7309,2024-12-31,534045000000.0,958953000000.0,103147000000.0,450993000000.0,65085000000.0,103227000000.0,,958953000000.0
7309,2025-06-30,463510000000.0,903793000000.0,14017000000.0,237409000000.0,28123000000.0,14038000000.0,,903793000000.0
7453,2023-08-31,115184000000.0,453715000000.0,33767000000.0,581416000000.0,47915000000.0,36156000000.0,,453715000000.0
7453,2023-11-30,113388000000.0,470740000000.0,14565000000.0,162913000000.0,20438000000.0,14288000000.0,,470740000000.0
7453,2024-02-29,114899000000.0,481015000000.0,24186000000.0,319840000000.0,37969000000.0,24173000000.0,,481015000000.0
7453,2024-05-31,124570000000.0,522032000000.0,51302000000.0,495699000000.0,63741000000.0,43326000000.0,,522032000000.0
7453,2024-08-31,125527000000.0,509551000000.0,59914000000.0,661677000000.0,85350000000.0,55777000000.0,,509551000000.0
7453,2025-02-28,118899000000.0,540531000000.0,34073000000.0,382023000000.0,52382000000.0,34587000000.0,,540531000000.0
7532,2023-12-31,207430000000.0,1498608000000.0,72883000000.0,1053396000000.0,75501000000.0,73607000000.0,,1498608000000.0
7532,2024-03-31,179695000000.0,1454155000000.0,110164000000.0,1576947000000.0,110268000000.0,113588000000.0,,1454155000000.0
7532,2024-06-30,187199000000.0,1498410000000.0,130506000000.0,2107868000000.0,140193000000.0,148709000000.0,,1498410000000.0
7532,2024-12-31,218750000000.0,1564179000000.0,85398000000.0,1135695000000.0,89749000000.0,86914000000.0,,1564179000000.0
7532,2025-06-30,175837000000.0,1511026000000.0,136910000000.0,2261176000000.0,162296000000.0,158542000000.0,,1511026000000.0
7550,2023-12-31,88062000000.0,675217000000.0,32707000000.0,981309000000.0,36589000000.0,34295000000.0,,675217000000.0
7550,2024-03-31,82171000000.0,748056000000.0,47526000000.0,1333094000000.0,54336000000.0,50913000000.0,,748056000000.0
7550,2024-09-30,74340000000.0,761197000000.0,37392000000.0,762056000000.0,42491000000.0,39103000000.0,,761197000000.0
7550,2025-03-31,79695000000.0,813109000000.0,63502000000.0,1561348000000.0,77192000000.0,71890000000.0,,813109000000.0
7731,2023-12-31,183344000000.0,,24973000000.0,596808000000.0,57797000000.0,,36206000000.0,1100133000000.0
7731,2024-03-31,206644000000.0,779169000000.0,48482000000.0,814145000000.0,72586000000.0,41648000000.0,42669000000.0,1147110000000.0
7731,2024-09-30,191776000000.0,,2963000000.0,385444000000.0,28848000000.0,,4454000000.0,1134532000000.0
7731,2025-03-31,163590000000.0,748716000000.0,6123000000.0,823432000000.0,44468000000.0,2419000000.0,4533000000.0,1110514000000.0
7733,2023-12-31,348572000000.0,,235212000000.0,675818000000.0,83580000000.0,,33976000000.0,1468078000000.0
7733,2024-03-31,340933000000.0,954925000000.0,382070000000.0,936331000000.0,104684000000.0,135139000000.0,35854000000.0,1534216000000.0
7733,2024-09-30,245869000000.0,,48978000000.0,474029000000.0,89400000000.0,,68805000000.0,1366645000000.0
7733,2025-03-31,252532000000.0,913012000000.0,117855000000.0,997332000000.0,202851000000.0,69516000000.0,159070000000.0,1432826000000.0
7735,2023-12-31,254084000000.0,691440000000.0,64706000000.0,361675000000.0,68626000000.0,64690000000.0,,691440000000.0
7735,2024-03-31,195423000000.0,676808000000.0,94158000000.0,524142000000.0,102780000000.0,94279000000.0,,676808000000.0
7735,2024-09-30,198441000000.0,668121000000.0,58647000000.0,288646000000.0,61813000000.0,58650000000.0,,668121000000.0
7735,2025-03-31,198478000000.0,671287000000.0,139006000000.0,648628000000.0,145392000000.0,138265000000.0,,671287000000.0
7741,2023-12-31,450548000000.0,,124286000000.0,586355000000.0,,,164471000000.0,1101049000000.0
7741,2024-03-31,525162000000.0,367717000000.0,181377000000.0,792628000000.0,48699000000.0,65034000000.0,236564000000.0,1203623000000.0
7741,2024-09-30,546414000000.0,,100091000000.0,438023000000.0,,,128885000000.0,1214648000000.0
7741,2025-03-31,533967000000.0,489543000000.0,362254000000.0,885814000000.0,56848000000.0,359356000000.0,261352000000.0,1234278000000.0
7751,2023-12-31,401323000000.0,2938538000000.0,511568000000.0,4180972000000.0,134161000000.0,511618000000.0,,5416577000000.0
7751,2024-03-31,509511000000.0,3679133000000.0,,988519000000.0,,,,5741156000000.0
7751,2024-06-30,593541000000.0,3806859000000.0,,2156305000000.0,,,,6043449000000.0
7751,2024-12-31,501565000000.0,3026990000000.0,524055000000.0,4509821000000.0,220221000000.0,465458000000.0,,5766246000000.0
7751,2025-06-30,715178000000.0,3481054000000.0,,2198567000000.0,,,,5970001000000.0
7752,2023-12-31,181548000000.0,,30277000000.0,1697688000000.0,37158000000.0,,42684000000.0,2207785000000.0
7752,2024-03-31,177050000000.0,1026573000000.0,54181000000.0,2348987000000.0,62023000000.0,54661000000.0,68202000000.0,2286175000000.0
7752,2024-09-30,204993000000.0,,9268000000.0,1202588000000.0,6809000000.0,,13167000000.0,2306503000000.0
7752,2025-03-31,190657000000.0,1110690000000.0,45709000000.0,2527876000000.0,63829000000.0,28581000000.0,70067000000.0,2357118000000.0
7832,2023-12-31,228407000000.0,959423000000.0,88547000000.0,821693000000.0,86963000000.0,89630000000.0,,959423000000.0
7832,2024-03-31,321868000000.0,971838000000.0,146640000000.0,1117041000000.0,102793000000.0,104164000000.0,,971838000000.0
7832,2024-09-30,351716000000.0,1059191000000.0,115661000000.0,650509000000.0,119697000000.0,115553000000.0,,1059191000000.0
7832,2025-03-31,388460000000.0,1102636000000.0,184122000000.0,1321015000000.0,192619000000.0,186470000000.0,,1102636000000.0
7936,2023-12-31,114005000000.0,464116000000.0,50572000000.0,591491000000.0,57147000000.0,50670000000.0,,464116000000.0
7936,2024-03-31,87174000000.0,486453000000.0,33062000000.0,178986000000.0,33812000000.0,33076000000.0,,486453000000.0
7936,2024-06-30,106188000000.0,516967000000.0,58058000000.0,354954000000.0,58996000000.0,57822000000.0,,516967000000.0
7936,2024-12-31,127021000000.0,518994000000.0,93244000000.0,720185000000.0,105165000000.0,92601000000.0,,518994000000.0
7936,2025-06-30,124662000000.0,539717000000.0,80731000000.0,426286000000.0,81302000000.0,78626000000.0,,539717000000.0
7951,2023-12-31,90023000000.0,,20719000000.0,341978000000.0,25630000000.0,,29460000000.0,627200000000.0
7951,2024-03-31,101587000000.0,424520000000.0,37634000000.0,463108000000.0,28999000000.0,29347000000.0,37629000000.0,666837000000.0
7951,2024-09-30,117190000000.0,,5262000000.0,228331000000.0,11951000000.0,,9071000000.0,622620000000.0
7951,2025-03-31,99819000000.0,355312000000.0,53139000000.0,462434000000.0,20695000000.0,24535000000.0,22462000000.0,591278000000.0
7974,2023-12-31,1357862000000.0,3073719000000.0,567298000000.0,1394796000000.0,464410000000.0,567357000000.0,,3073719000000.0
7974,2024-03-31,1484350000000.0,3151394000000.0,680722000000.0,1671865000000.0,528941000000.0,680497000000.0,,3151394000000.0
7974,2024-09-30,1337234000000.0,3071364000000.0,147063000000.0,523299000000.0,121513000000.0,147100000000.0,,3071364000000.0
7974,2025-03-31,1586275000000.0,3398515000000.0,372331000000.0,1164922000000.0,282553000000.0,372316000000.0,,3398515000000.0
8001,2023-12-31,578136000000.0,,611693000000.0,10451061000000.0,,,849837000000.0,14359582000000.0
8001,2024-03-31,600435000000.0,4852964000000.0,801770000000.0,14029910000000.0,49017000000.0,536080000000.0,1095707000000.0,14489701000000.0
8001,2024-09-30,597715000000.0,,438442000000.0,7291307000000.0,,,602266000000.0,14388933000000.0
8001,2025-03-31,549573000000.0,5144474000000.0,880251000000.0,14724234000000.0,35457000000.0,468241000000.0,1155059000000.0,15134264000000.0
8002,2023-12-31,497834000000.0,,371469000000.0,5427765000000.0,,,451561000000.0,8487617000000.0
8002,2024-03-31,506254000000.0,3825956000000.0,471412000000.0,7250515000000.0,-52023000000.0,368429000000.0,567136000000.0,8923597000000.0
8002,2024-09-30,474396000000.0,,238124000000.0,3891199000000.0,,,295045000000.0,8577588000000.0
8002,2025-03-31,569144000000.0,4039533000000.0,502965000000.0,7790168000000.0,-79573000000.0,353576000000.0,629207000000.0,9201974000000.0
8015,2023-12-31,847629000000.0,,270858000000.0,7751022000000.0,354135000000.0,,384039000000.0,6853143000000.0
8015,2024-03-31,878705000000.0,3249093000000.0,331444000000.0,10238589000000.0,441589000000.0,227170000000.0,469639000000.0,7059994000000.0
8015,2024-09-30,851223000000.0,,181547000000.0,5099499000000.0,247918000000.0,,268109000000.0,6930950000000.0
8015,2025-03-31,951884000000.0,3159658000000.0,362506000000.0,10376211000000.0,497174000000.0,286658000000.0,536865000000.0,7057462000000.0
8031,2023-12-31,1121610000000.0,,726407000000.0,9998472000000.0,,,933537000000.0,17010648000000.0
8031,2024-03-31,898204000000.0,7838353000000.0,1063909000000.0,13324942000000.0,-85266000000.0,553949000000.0,1302393000000.0,17814460000000.0
8031,2024-09-30,857284000000.0,,442420000000.0,7331817000000.0,,,534249000000.0,17541884000000.0
8031,2025-03-31,977356000000.0,8030668000000.0,921717000000.0,14662620000000.0,,686364000000.0,1135231000000.0,17900606000000.0
8035,2023-12-31,342241000000.0,2217413000000.0,315579000000.0,1283234000000.0,311038000000.0,315964000000.0,,2217413000000.0
8035,2024-03-31,462383000000.0,2456462000000.0,473439000000.0,1830527000000.0,456263000000.0,463185000000.0,,2456462000000.0
8035,2024-09-30,504669000000.0,2517855000000.0,320855000000.0,1121626000000.0,313904000000.0,321181000000.0,,2517855000000.0
8035,2025-03-31,485072000000.0,2625981000000.0,706114000000.0,2431568000000.0,697319000000.0,707727000000.0,,2625981000000.0
8053,2023-12-31,634988000000.0,,404106000000.0,5064258000000.0,,,502706000000.0,10719245000000.0
8053,2024-03-31,667852000000.0,4950289000000.0,386352000000.0,6910302000000.0,-57480000000.0,231977000000.0,527646000000.0,11032583000000.0
8053,2024-09-30,675633000000.0,,253963000000.0,3521218000000.0,,,329739000000.0,10795959000000.0
8053,2025-03-31,570617000000.0,5377639000000.0,566365000000.0,7299837000000.0,-34105000000.0,479748000000.0,695567000000.0,11631161000000.0
8058,2023-12-31,1833030000000.0,,696614000000.0,14705582000000.0,,,1005217000000.0,23226990000000.0
8058,2024-03-31,1251550000000.0,8565275000000.0,970703000000.0,19567601000000.0,-132028000000.0,924279000000.0,1362594000000.0,23459572000000.0
8058,2024-09-30,1244091000000.0,,618055000000.0,9354751000000.0,,,903514000000.0,21131311000000.0
8058,2025-03-31,1536624000000.0,8451015000000.0,950709000000.0,18617601000000.0,-187155000000.0,818331000000.0,1393425000000.0,21496104000000.0
8113,2023-12-31,253770000000.0,493120000000.0,141721000000.0,942147000000.0,42684000000.0,143374000000.0,132308000000.0,1133627000000.0
8113,2024-03-31,201748000000.0,,17829000000.0,236328000000.0,,,34706000000.0,1159595000000.0
8113,2024-06-30,229346000000.0,,39628000000.0,487807000000.0,,,73360000000.0,1221140000000.0
8113,2024-12-31,261054000000.0,568175000000.0,140560000000.0,989095000000.0,47880000000.0,143962000000.0,134537000000.0,1239973000000.0
8113,2025-06-30,266037000000.0,,41813000000.0,464260000000.0,,,62496000000.0,1178306000000.0
8136,2023-12-31,98022000000.0,158800000000.0,23017000000.0,85378000000.0,22268000000.0,22478000000.0,,158800000000.0
8136,2024-03-31,90442000000.0,156062000000.0,38467000000.0,118336000000.0,29089000000.0,38057000000.0,,156062000000.0
8136,2024-09-30,100082000000.0,171732000000.0,24172000000.0,77077000000.0,24607000000.0,24196000000.0,,171732000000.0
8136,2025-03-31,118976000000.0,202406000000.0,55436000000.0,176858000000.0,54388000000.0,53453000000.0,,202406000000.0
8267,2023-11-30,921674000000.0,13010497000000.0,117354000000.0,7450079000000.0,142823000000.0,133115000000.0,,13010497000000.0
8267,2024-02-29,1165536000000.0,12940869000000.0,181470000000.0,10124237000000.0,250822000000.0,237479000000.0,,12940869000000.0
8267,2024-05-31,866787000000.0,13087465000000.0,40096000000.0,2590794000000.0,48053000000.0,45397000000.0,,13087465000000.0
8267,2024-08-31,1386293000000.0,13798753000000.0,77088000000.0,5292047000000.0,98603000000.0,89819000000.0,,13798753000000.0
8267,2025-02-28,1258383000000.0,13833319000000.0,163693000000.0,10726715000000.0,240119000000.0,224223000000.0,,13833319000000.0
8306,2023-09-30,108625425000000.0,398175428000000.0,1237093000000.0,5665663000000.0,172990000000.0,5665663000000.0,,398175428000000.0
8306,2023-12-31,106403021000000.0,397056956000000.0,1760712000000.0,8507676000000.0,,8507676000000.0,,397056956000000.0
8306,2024-03-31,109875097000000.0,403703147000000.0,2050104000000.0,11890350000000.0,762115000000.0,11890350000000.0,,403703147000000.0
8306,2024-09-30,108002412000000.0,399058344000000.0,1741849000000.0,6860277000000.0,681509000000.0,6860277000000.0,,399058344000000.0
8306,2025-03-31,109095437000000.0,413113501000000.0,2550634000000.0,13629997000000.0,1293624000000.0,13629997000000.0,,413113501000000.0
