DocID,NetSales,OperatingIncome,Method
S100PIWA,2530110000.0,295166000.0,Rule
S100NFKZ,215048000000.0,60311000000.0,Rule
S100RIQN,120540000000.0,4836000000.0,Rule
S100NFN3,72531000000.0,2366000000.0,Rule
S100T3LA,2889259000000.0,343339000000.0,Rule
S100VQZZ,404787000.0,-755879000.0,Rule
S100PIWG,342398000000.0,23296000000.0,Rule
S100LLB7,477093000000.0,-9568000000.0,Rule
S100LLBI,145316000000.0,6701000000.0,Rule
S100NFNN,2007514000000.0,77186000000.0,Rule
S100PIX5,330144000000.0,12962000000.0,Rule
S100RIQQ,68773000000.0,6581000000.0,Rule
S100VR13,6874000000.0,201000000.0,Rule
S100LLBW,556000000.0,86657000000.0,Rule
S100VR1Y,33567267000.0,3505400000.0,Rule
S100RISG,5360000000.0,-287000000.0,Rule
S100NFNR,200184000.0,-1504308000.0,Rule
S100RISV,27094000000.0,17430000000.0,Rule
S100LLCD,836512000000.0,54931000000.0,Rule
S100T3N6,91552000000.0,-1546000000.0,Rule
S100T3PI,617000000.0,-688000000.0,Rule
S100NFOU,1436318000.0,176725000.0,Rule
S100T3PZ,17467164000.0,1021932000.0,Rule
S100PIXR,150607000000.0,10109000000.0,Rule
S100VR53,2016636000.0,369866000.0,Rule
S100PIXS,86600000000.0,12953000000.0,Rule
S100NFP4,15673219000.0,3405330000.0,Rule
S100LLEZ,6122925000.0,539473000.0,Rule
S100RIUM,461341000000.0,185441000000.0,Rule
S100VR6E,1980117000.0,-783419000.0,Rule
S100T3Q4,4480592000.0,914761000.0,Rule
S100LLFK,120722000000.0,-6620000000.0,Rule
S100NFPY,3911403000.0,204194000.0,Rule
S100RIUW,141331000000.0,18561000000.0,Rule
S100VR7M,2593352000.0,523469000.0,Rule
S100PIYY,1750896000000.0,110445000000.0,Rule
S100LLFL,258494000000.0,6266000000.0,Rule
S100VRC7,25352951000.0,120607000.0,Rule
S100RIUZ,69849000000.0,10652000000.0,Rule
S100T3S4,570463000000.0,54215000000.0,Rule
S100T3QS,537261000000.0,20131000000.0,Rule
S100PIZ0,491342000.0,-61091000.0,Rule
S100NFQM,1483703000000.0,480112000000.0,Rule
S100T3U6,3782637000.0,466040000.0,Rule
S100VRCE,421214000000.0,29169000000.0,Rule
S100NFQP,390499000000.0,28914000000.0,Rule
S100LLG2,1559567000000.0,4892244000000.0,Rule
S100LLG7,342979000000.0,-599000000.0,Rule
S100T3UY,13011000000.0,-1375000000.0,Rule
S100NFQT,261023000000.0,25588000000.0,Rule
S100LLHV,1705459000000.0,52403000000.0,Rule
S100VRJU,6547247000.0,884702000.0,Rule
S100VRLL,8185018000.0,432292000.0,Rule
S100PIZ6,281857000000.0,23225000000.0,Rule
S100RIXM,994123000000.0,18936000000.0,Rule
S100RITI,,643483000000.0,Rule
S100NFR6,418672000000.0,-79464000000.0,Rule
S100T3W0,1065819000000.0,314758000000.0,Rule
S100PIZ8,1273322000000.0,106547000000.0,Rule
S100NFRH,363154000000.0,12359000000.0,Rule
S100LLIE,5628167000000.0,1569569000000.0,Rule
S100LLIW,47834000000.0,38233000000.0,Rule
S100RIYZ,35951000000.0,3884000000.0,Rule
S100VRWR,665358000000.0,59240000000.0,Rule
S100T3X0,2434152000.0,875040000.0,Rule
S100RIXN,325056000000.0,146518000000.0,Rule
S100PJ1X,5595134000000.0,390637000000.0,Rule
S100T3XS,230801000000.0,2267000000.0,Rule
S100VS1P,818892000000.0,25270000000.0,Rule
S100RIZE,89866000000.0,8999000000.0,Rule
S100LLIX,207761000000.0,-18056000000.0,Rule
S100VS6D,2144641000.0,594987000.0,Rule
S100PJ2I,2063126000.0,551202000.0,Rule
S100PIZ1,,,Rule
S100RIWK,,75822000000.0,Rule
S100T3YZ,290558000000.0,47296000000.0,Rule
S100NFRI,834608000000.0,70465000000.0,Rule
S100LLJM,572757000000.0,32949000000.0,Rule
S100RIZH,1214595000000.0,93075000000.0,Rule
S100NFRR,200161000000.0,7499000000.0,Rule
S100PJ2V,1182897000000.0,350165000000.0,Rule
S100T41C,425941000000.0,73080000000.0,Rule
S100PIYH,,,Rule
S100VSA5,412769000000.0,57503000000.0,Rule
S100PJ32,155032000.0,-312148000.0,Rule
S100LLKR,97105000000.0,15562000000.0,Rule
S100RJ1D,156608000000.0,4001000000.0,Rule
S100VSRD,11064571000.0,1378021000.0,Rule
S100T41V,1007593000000.0,177056000000.0,Rule
S100NFT4,1438988000000.0,430691000000.0,Rule
S100NFT0,2111963000000.0,333586000000.0,Rule
S100PJ3O,39614000000.0,9361000000.0,Rule
S100LLLV,337061000000.0,-51587000000.0,Rule
S100PJ37,212940000000.0,18978000000.0,Rule
S100T430,3923340000.0,572165000.0,Rule
S100RJ28,70254000000.0,6499000000.0,Rule
S100VSZG,56386193000.0,13405747000.0,Rule
S100RJ2D,71482000000.0,82390000000.0,Rule
S100LLLQ,389199000000.0,-3108000000.0,Rule
S100NFU0,2481356000.0,413824000.0,Rule
S100PJ3R,29668000000.0,10616000000.0,Rule
S100T45G,259361000000.0,-3730000000.0,Rule
S100VSZJ,25707509000.0,1534311000.0,Rule
S100PJ4T,232785000000.0,35296000000.0,Rule
S100LLLZ,111049000.0,-1637936000.0,Rule
S100RIZN,,1120900000000.0,Rule
S100NFSI,,4372150000000.0,Rule
S100T4BK,1523120000.0,142907000.0,Rule
S100LLMF,182018000000.0,-21286000000.0,Rule
S100T4F2,552825000000.0,76899000000.0,Rule
S100VT7P,10342323000000.0,420991000000.0,Rule
S100LLOH,320322000000.0,24492000000.0,Rule
S100NFUI,1824751000000.0,174056000000.0,Rule
S100PJ55,84330000000.0,5029000000.0,Rule
S100VTA8,213230000000.0,37142000000.0,Rule
S100NFV2,42522000000.0,14331000000.0,Rule
S100T4G7,2769091000000.0,39262000000.0,Rule
S100RJ5A,1586786000.0,338953000.0,Rule
S100PJ5O,70402000000.0,12150000000.0,Rule
S100RJ5H,519783000000.0,116802000000.0,Rule
S100VTBM,1285005000000.0,36409000000.0,Rule
S100LLQZ,150290000000.0,92859000000.0,Rule
S100VTC5,7210318000.0,1796513000.0,Rule
S100T4HC,406179000000.0,6005000000.0,Rule
S100LLRJ,412722000000.0,10070000000.0,Rule
S100NFW0,854228000000.0,121831000000.0,Rule
S100NFW5,1276195000000.0,25709000000.0,Rule
S100PJ5W,573699000000.0,53872000000.0,Rule
S100NFUD,,19300000000.0,Rule
S100T4L3,5191074000.0,187985000.0,Rule
S100LLRR,1200184000000.0,77154000000.0,Rule
S100RJ5J,985317000000.0,64336000000.0,Rule
S100VTF8,8829564000000.0,237747000000.0,Rule
S100RJ5L,635753000000.0,45158000000.0,Rule
S100T4LA,375946000000.0,70508000000.0,Rule
S100PJ6K,169403000000.0,23812000000.0,Rule
S100PJ6U,2872997000.0,202351000.0,Rule
S100VTHA,845603000000.0,37894000000.0,Rule
S100VTOG,209253000000.0,64684000000.0,Rule
S100RJ87,15362000000.0,5171000000.0,Rule
S100RJ3D,,94171000000.0,Rule
S100LLRU,91201000000.0,4181000000.0,Rule
S100T4LI,71426000000.0,13607000000.0,Rule
S100PJ70,465075000000.0,28322000000.0,Rule
S100RJ8Z,123854000000.0,7199000000.0,Rule
S100NFX1,9093654000000.0,957332000000.0,Rule
S100LLTP,533870000000.0,33928000000.0,Rule
S100LLT7,4556620000000.0,140062000000.0,Rule
S100NFXE,76192000000.0,10665000000.0,Rule
S100PJ71,1404159000.0,523063000.0,Rule
S100T4LL,1288869000000.0,-3764000000.0,Rule
S100PJ7C,2429997000.0,46774000.0,Rule
S100NFXF,148078000000.0,23316000000.0,Rule
S100VTPA,116056000000.0,18485000000.0,Rule
S100VTSI,9255650000.0,656651000.0,Rule
S100LLTR,669515000000.0,53775000000.0,Rule
S100RJ92,157183000000.0,12294000000.0,Rule
S100T4LQ,381989000000.0,40877000000.0,Rule
S100VTWZ,372202000000.0,62550000000.0,Rule
S100RJBE,188247000000.0,4128000000.0,Rule
S100T4MO,139030000000.0,64429000000.0,Rule
S100T4MW,977370000000.0,62959000000.0,Rule
S100NFWL,,100362000000.0,Rule
S100NFXV,22550852000.0,2964970000.0,Rule
S100PJ7S,286141000000.0,22396000000.0,Rule
S100RJBT,200768000000.0,1490000000.0,Rule
S100PJ98,2354669000.0,328260000.0,Rule
S100NFYR,195618000000.0,21636000000.0,Rule
S100LLW5,3092866000000.0,-150932000000.0,Rule
S100LLYK,302057000000.0,-41646000000.0,Rule
S100NFYZ,463070000000.0,34518000000.0,Rule
S100PJ9F,132653000000.0,11493000000.0,Rule
S100RJC0,1220300000000.0,61005000000.0,Rule
S100VTZ7,496678000000.0,19890000000.0,Rule
S100T4N7,254286000000.0,31309000000.0,Rule
S100RJCG,374990000000.0,45794000000.0,Rule
S100VU25,878021000000.0,42563000000.0,Rule
S100LLZB,1705566000000.0,30398000000.0,Rule
S100VU6M,207825000000.0,23656000000.0,Rule
S100RJCH,163965000000.0,7924000000.0,Rule
S100NG0T,318720000000.0,193768000000.0,Rule
S100VU8P,8394851000.0,126320000.0,Rule
S100T4P2,3194521000.0,-442610000.0,Rule
S100NG05,6154031000000.0,191287000000.0,Rule
S100LLZD,385706000000.0,43694000000.0,Rule
S100PJAI,375982000000.0,-313000000.0,Rule
S100RJCZ,350835000000.0,44032000000.0,Rule
S100LM10,2882066000000.0,8820000000.0,Rule
S100T4PX,1081533000000.0,74367000000.0,Rule
S100NG13,182767000000.0,9386000000.0,Rule
S100PJB4,133310000000.0,10079000000.0,Rule
S100T4SE,2069577000.0,908739000.0,Rule
S100LM4K,25484000000.0,8944000000.0,Rule
S100NG1J,144022000000.0,23548000000.0,Rule
S100VUDE,7671154000.0,1160102000.0,Rule
S100VUAR,293110000000.0,15510000000.0,Rule
S100T4RJ,265246000000.0,21262000000.0,Rule
S100PJBW,178412000000.0,20643000000.0,Rule
S100RJEZ,158146000000.0,3290000000.0,Rule
S100RJG8,51077000000.0,24518000000.0,Rule
S100PJC6,268455000000.0,55050000000.0,Rule
S100LM4N,148129000000.0,92706000000.0,Rule
S100VUDZ,124406000000.0,32024000000.0,Rule
S100T4T7,4440056000.0,577649000.0,Rule
S100RJH8,322175000000.0,18785000000.0,Rule
S100NG2F,367733000000.0,20250000000.0,Rule
S100LM5W,417295000000.0,75069000000.0,Rule
S100T4UC,1304552000000.0,65410000000.0,Rule
S100PJDH,467665000000.0,126576000000.0,Rule
S100PJ9L,,,Rule
S100NG30,1501157000.0,372637000.0,Rule
S100RJHJ,28259425000.0,8247200000.0,Rule
S100VUG5,15241454000.0,136510000.0,Rule
S100PJCT,524527000000.0,4585000000.0,Rule
S100LM6X,2820992000000.0,-104779000000.0,Rule
S100T4W3,373563000000.0,43520000000.0,Rule
S100VUGL,169337000000.0,58976000000.0,Rule
S100RJI5,84886000000.0,5142000000.0,Rule
S100NG3A,38562000000.0,2036000000.0,Rule
S100VUHZ,180636000000.0,2206000000.0,Rule
S100LM79,96626000000.0,10234000000.0,Rule
S100LM7D,354391000000.0,34729000000.0,Rule
S100NG1M,,,Rule
S100RJIV,63038000.0,-900989000.0,Rule
S100PJEH,821337000000.0,56087000000.0,Rule
S100VULF,4084762000.0,117319000.0,Rule
S100NG41,411464000000.0,26288000000.0,Rule
S100T4XQ,190134000.0,-697776000.0,Rule
S100RJJO,608742000000.0,16277000000.0,Rule
S100VUP3,19231316000.0,1535039000.0,Rule
S100PJFG,4063929000000.0,149759000000.0,Rule
S100T4X3,860578000000.0,7489000000.0,Rule
S100LM81,60871000000.0,8006000000.0,Rule
S100RJJR,31840000000.0,2844000000.0,Rule
S100LM9R,143490000000.0,13627000000.0,Rule
S100NG52,10384020000.0,400572000.0,Rule
S100LMBC,141218000000.0,7079000000.0,Rule
S100T4Z1,118590000000.0,19003000000.0,Rule
S100VUQ2,10742457000.0,377105000.0,Rule
S100PJFW,119031000000.0,4401000000.0,Rule
S100PJGO,42429000000.0,21220000000.0,Rule
S100RJJX,94601000000.0,8181000000.0,Rule
S100T4Z9,1733169000000.0,146755000000.0,Rule
S100LMCH,533006000000.0,-184751000000.0,Rule
S100RJK6,109200000000.0,13249000000.0,Rule
S100PJHC,158826000000.0,9416000000.0,Rule
S100NG75,1355665000000.0,118458000000.0,Rule
S100RJKF,38557000000.0,13488000000.0,Rule
S100NG83,611932000000.0,52271000000.0,Rule
S100LME5,772313000000.0,6641000000.0,Rule
S100LMCU,1056560000000.0,67300000000.0,Rule
S100T51H,1000000000.0,366057000.0,Rule
S100RJKD,32855000000.0,41246000000.0,Rule
S100PJHJ,526649000000.0,45026000000.0,Rule
S100T4ZB,9871866000.0,1283695000.0,Rule
S100NG4H,,,Rule
S100VUV0,441877000000.0,10878000000.0,Rule
S100PJIC,171586000000.0,52998000000.0,Rule
S100NG85,5776713000000.0,227265000000.0,Rule
S100T51R,4086864000.0,434102000.0,Rule
S100VUZ8,59208000000.0,5915000000.0,Rule
S100T4WQ,,-337366000.0,Rule
S100VUYO,9780950000.0,1227328000.0,Rule
S100PJIN,578902000000.0,53262000000.0,Rule
S100RJL1,59012000000.0,3628000000.0,Rule
S100NG90,6981346000.0,1671730000.0,Rule
S100PJIS,47500000.0,-306688000.0,Rule
S100RJL7,48415000000.0,1603000000.0,Rule
S100LMEZ,3227285000000.0,9334000000.0,Rule
S100LMF2,7735291000.0,2163279000.0,Rule
S100NGBU,353133000000.0,38258000000.0,Rule
S100T53A,431911000000.0,19719000000.0,Rule
S100VW2P,242671000000.0,56848000000.0,Rule
S100NGBG,33669000000.0,2973000000.0,Rule
S100T53R,609473000000.0,52495000000.0,Rule
S100PJIV,4143998000.0,322775000.0,Rule
S100VV73,8178920000.0,771859000.0,Rule
S100RJM1,1671393000000.0,159108000000.0,Rule
S100VURO,,-907791000.0,Rule
S100LMH9,329300000000.0,-33882000000.0,Rule
S100T559,34475000000.0,8215000000.0,Rule
S100LMFT,427061000000.0,33077000000.0,Rule
S100NGCF,560941000000.0,21094000000.0,Rule
S100VW4E,41625000000.0,39870000000.0,Rule
S100NGCU,491659000000.0,27441000000.0,Rule
S100RJM3,108050000000.0,22556000000.0,Rule
S100PJJ5,37767231000.0,5970065000.0,Rule
S100T57E,11680000000.0,-425000000.0,Rule
S100PJK7,88185000.0,-564470000.0,Rule
S100RJO2,32798000000.0,3776000000.0,Rule
S100VWD2,1267810000000.0,21585000000.0,Rule
S100NGE8,4787072000.0,262842000.0,Rule
S100T56Z,417875000000.0,54245000000.0,Rule
S100VWDC,1043506000000.0,46885000000.0,Rule
S100PJK9,66486000000.0,34127000000.0,Rule
S100LMI6,89968000000.0,10117000000.0,Rule
S100RJOH,203766000000.0,80410000000.0,Rule
S100T58G,20975000000.0,17987000000.0,Rule
S100PJKB,42450000000.0,14194000000.0,Rule
S100LMIM,344364000000.0,40690000000.0,Rule
S100NGF4,525297000000.0,44888000000.0,Rule
S100T58N,1668007000000.0,134161000000.0,Rule
S100VWHL,3732966000000.0,102755000000.0,Rule
S100PJKO,3844000000.0,17000000.0,Rule
S100LMJ0,24815000000.0,23522000000.0,Rule
S100NGF9,7631320000000.0,530139000000.0,Rule
S100RJOO,308903000000.0,40715000000.0,Rule
S100T59J,667000000000.0,22492000000.0,Rule
S100VWHX,428735000000.0,89394000000.0,Rule
S100NGFB,8812000000.0,475000000.0,Rule
S100RJP1,224492000000.0,9567000000.0,Rule
S100PJM2,245305000000.0,27709000000.0,Rule
S100NGGT,557145000000.0,25375000000.0,Rule
S100VWKM,900450000000.0,-7730000000.0,Rule
S100PJMB,148350000000.0,15217000000.0,Rule
S100LMJY,1485121000000.0,26567000000.0,Rule
S100LMLL,2286803000000.0,87919000000.0,Rule
S100T5AK,2239017000000.0,47997000000.0,Rule
S100RJOC,,84433000000.0,Rule
S100NGGW,539068000000.0,14877000000.0,Rule
S100LMLU,127864000.0,-451171000.0,Rule
S100T5BD,780938000000.0,75475000000.0,Rule
S100VWQS,896705000000.0,372732000000.0,Rule
S100PJMD,112616000000.0,36293000000.0,Rule
S100VWNU,1059145000000.0,549775000000.0,Rule
S100RJQL,225995000000.0,14741000000.0,Rule
S100T5CH,8996026000.0,5826397000.0,Rule
S100NGHU,31170000000.0,13950000000.0,Rule
S100LMNM,174173000000.0,15758000000.0,Rule
S100NGIB,288030000000.0,2596000000.0,Rule
S100LMHZ,,680124000000.0,Rule
S100RJR5,105323000000.0,8911000000.0,Rule
S100PJNA,96366000000.0,12651000000.0,Rule
S100VWHB,,2522052000000.0,Rule
S100LMOU,143268000000.0,4620000000.0,Rule
S100T5DN,3060751000.0,549895000.0,Rule
S100RJRK,453937000000.0,60989000000.0,Rule
S100T5DY,162270000000.0,22706000000.0,Rule
S100VWVY,18277671000000.0,2966857000000.0,Rule
S100PJNO,7735000.0,-12455267000.0,Rule
S100PJND,394909000000.0,33524000000.0,Rule
S100RJRW,24007480000.0,3376831000.0,Rule
S100NGJP,922473000000.0,195372000000.0,Rule
S100LMP5,200138000000.0,19735000000.0,Rule
S100VWWW,114917000000.0,113586000000.0,Rule
S100RJQ3,,547648000000.0,Rule
S100T5FC,3970292000.0,996039000.0,Rule
S100LMPB,60855000000.0,56870000000.0,Rule
S100RJRX,71081000000.0,5847000000.0,Rule
S100VWX1,1063382000000.0,98906000000.0,Rule
S100PJNY,3995161000.0,425034000.0,Rule
S100VX1K,797023000.0,290443000.0,Rule
S100NGKH,2672356000.0,809385000.0,Rule
S100LMPK,1580950000000.0,-52381000000.0,Rule
S100NGK6,14839000000.0,1200000000.0,Rule
S100PJO1,274806000000.0,87916000000.0,Rule
S100VX5G,16460327000.0,3264966000.0,Rule
S100T5FS,5920000000.0,-8058000000.0,Rule
S100RJUQ,10135000000.0,4454000000.0,Rule
S100NGKS,2959627000.0,245619000.0,Rule
S100RJUI,2199786000000.0,248700000000.0,Rule
S100T5GY,896362000.0,-2071195000.0,Rule
S100LMPT,95308000000.0,34596000000.0,Rule
S100T5H8,1105883000000.0,421176000000.0,Rule
S100RJUU,345098000000.0,13282000000.0,Rule
S100VX74,517549000.0,-800595000.0,Rule
S100NGLN,274153000000.0,17557000000.0,Rule
S100VX7B,272306000000.0,19086000000.0,Rule
S100PJOC,1602496000000.0,92010000000.0,Rule
S100PJOX,7394034000000.0,394750000000.0,Rule
S100T5J9,474362000000.0,83653000000.0,Rule
S100LMSK,811600000000.0,8429000000.0,Rule
S100LMW1,1326663000000.0,130516000000.0,Rule
S100NGMC,720366000000.0,61684000000.0,Rule
S100VX80,110778000000.0,4187000000.0,Rule
S100RJUX,1520040000000.0,184574000000.0,Rule
S100NGMD,235255000000.0,35041000000.0,Rule
S100RJWK,246414000000.0,-2779000000.0,Rule
S100LMW2,194117000000.0,11789000000.0,Rule
S100PJOY,194022000000.0,33150000000.0,Rule
S100NGO6,447947000000.0,81372000000.0,Rule
S100LMXH,83862000000.0,48077000000.0,Rule
S100T5K0,3559238000.0,363568000.0,Rule
S100PJPF,1121993000000.0,120309000000.0,Rule
S100T5K7,6485207000.0,-684706000.0,Rule
S100PJPG,90906000000.0,13679000000.0,Rule
S100RJX5,563143000000.0,-71747000000.0,Rule
S100LMYP,260986000000.0,76192000000.0,Rule
S100VX9B,467313000000.0,7062000000.0,Rule
S100T5KL,59324000000.0,13700000000.0,Rule
S100T5KA,5154283000.0,819810000.0,Rule
S100NGOO,523482000000.0,94455000000.0,Rule
S100PJOG,,-313071000.0,Rule
S100NGP9,1894044000000.0,63887000000.0,Rule
S100LN0R,313890000000.0,127674000000.0,Rule
S100VX9R,2431568000000.0,697319000000.0,Rule
S100PJPM,477327000.0,-288349000.0,Rule
S100NGR0,619981000000.0,32660000000.0,Rule
S100T5KO,17696000000.0,2878000000.0,Rule
S100RJZH,199844000000.0,9720000000.0,Rule
S100NGRU,37702000000.0,8101000000.0,Rule
S100T5KX,3240539000.0,625373000.0,Rule
S100PJQT,762743000000.0,35660000000.0,Rule
S100VXA3,631461000000.0,74604000000.0,Rule
S100LN19,950722000000.0,26439000000.0,Rule
S100RJZJ,4735665000000.0,444700000000.0,Rule
S100VXAI,1143406000000.0,149744000000.0,Rule
S100VXAU,56972000000.0,41974000000.0,Rule
S100LN2M,577583000000.0,14973000000.0,Rule
S100PJQV,1954180000000.0,183432000000.0,Rule
S100VXBX,9230000000.0,813000000.0,Rule
S100NGS4,297470000000.0,4275000000.0,Rule
S100PJRQ,129922000000.0,5411000000.0,Rule
S100RJZP,328990000000.0,28249000000.0,Rule
S100T5R7,59692369000.0,14296545000.0,Rule
S100RJXP,,79190000000.0,Rule
S100RK03,201909000000.0,8512000000.0,Rule
S100LN3S,256078000000.0,27695000000.0,Rule
S100VXCQ,162230000000.0,51686000000.0,Rule
S100T5UE,15921300000.0,1744420000.0,Rule
S100T5T1,31499316000.0,5552342000.0,Rule
S100NGS9,6856371000.0,-1203927000.0,Rule
S100PJSE,88237000000.0,21823000000.0,Rule
S100RJY0,,1822527000000.0,Rule
S100NGSC,128917000000.0,9679000000.0,Rule
S100LN47,417511000000.0,36460000000.0,Rule
S100RK0P,1094715000000.0,117884000000.0,Rule
S100LN4K,250350000000.0,-10216000000.0,Rule
S100PJSH,50092000000.0,7116000000.0,Rule
S100NGSQ,654127000.0,-75657000.0,Rule
S100VXDZ,1308024000000.0,28800000000.0,Rule
S100VXFR,1230273000.0,238940000.0,Rule
S100PJSZ,345812000000.0,7533000000.0,Rule
S100T5W2,13136644000.0,1027097000.0,Rule
S100RK1X,136436000000.0,12105000000.0,Rule
S100RK27,29612000000.0,2861000000.0,Rule
S100NGTM,413833000000.0,21625000000.0,Rule
S100T5WH,1232393000.0,126413000.0,Rule
S100NGTV,12760000000.0,2126000000.0,Rule
S100VXG3,1919350000.0,896031000.0,Rule
S100LN57,1673594000000.0,127298000000.0,Rule
S100PJT9,339054000000.0,55268000000.0,Rule
S100PJTD,121962000000.0,11173000000.0,Rule
S100T5WI,518632000000.0,14718000000.0,Rule
S100LN6Y,272577000000.0,76333000000.0,Rule
S100RK2S,339521000000.0,40593000000.0,Rule
S100LN5L,246821000000.0,25720000000.0,Rule
S100VXGU,87829000000.0,3730479000000.0,Rule
S100NGU1,136112329000.0,18159767000.0,Rule
S100T5WJ,2900886000.0,178605000.0,Rule
S100PJTQ,972188000.0,-420008000.0,Rule
S100VXGZ,5917953000000.0,640201000000.0,Rule
S100NGU7,200000000.0,-45587000.0,Rule
S100LN7Q,282625000000.0,31507000000.0,Rule
S100T5WP,348740000000.0,42684000000.0,Rule
S100VXHK,369436000000.0,47621000000.0,Rule
S100RK3O,1795670000.0,107494000.0,Rule
S100PJU7,110313000000.0,16269000000.0,Rule
S100LN7V,553962000000.0,18769000000.0,Rule
S100RK3W,179293000000.0,4940000000.0,Rule
S100NGUH,1248160000.0,9789000.0,Rule
S100RK4I,1557507000000.0,-176194000000.0,Rule
S100LN8T,119257000000.0,6657000000.0,Rule
S100PJU9,1364708000000.0,-287093000000.0,Rule
S100LNDP,573339000000.0,36623000000.0,Rule
S100PJUE,170946000000.0,14693000000.0,Rule
S100T609,125315000000.0,27880000000.0,Rule
S100T5XZ,248691000000.0,32602000000.0,Rule
S100NGUN,1646872000000.0,103148000000.0,Rule
S100VXIO,376400000000.0,34606000000.0,Rule
S100RK4J,598689000000.0,34040000000.0,Rule
S100LNGG,316888000000.0,34340000000.0,Rule
S100T61I,363946000000.0,38728000000.0,Rule
S100VXIY,436090000000.0,9308000000.0,Rule
S100RK4L,61402000000.0,12091000000.0,Rule
S100NGUQ,1608961000.0,467724000.0,Rule
S100VXJ2,11790991000.0,1535617000.0,Rule
S100NGVM,465449000000.0,20356000000.0,Rule
S100LNGN,2493386000000.0,238623000000.0,Rule
S100VXJ4,1762696000000.0,14206000000.0,Rule
S100T61M,12702965000.0,6406467000.0,Rule
S100RK58,1482483000.0,-291439000.0,Rule
S100NGX2,1019097000.0,70889000.0,Rule
S100PJVD,98434000000.0,10231000000.0,Rule
S100LNHY,253559000000.0,17661000000.0,Rule
S100T61O,22484000.0,-561653000.0,Rule
S100RK5B,147503000000.0,-5463000000.0,Rule
S100VXJF,213131000000.0,64756000000.0,Rule
S100T62M,3123349000.0,-67071000.0,Rule
S100RK5Z,566055000000.0,60152000000.0,Rule
S100VXJA,313636000000.0,-18191000000.0,Rule
S100PJVT,1351231000000.0,85808000000.0,Rule
S100NGX8,10152606000.0,60582000.0,Rule
S100NGX5,49133000.0,-357545000.0,Rule
S100LNIH,345317000000.0,28474000000.0,Rule
S100PJWA,69234000000.0,9330000000.0,Rule
S100T62O,121000000.0,-3217000000.0,Rule
S100VXKF,157127000000.0,150244000000.0,Rule
S100T62P,439048000000.0,20966000000.0,Rule
S100RK6D,1926314000.0,226285000.0,Rule
S100VXM8,13620187000.0,3222149000.0,Rule
S100PJUY,,,Rule
S100LNII,1678223000000.0,39085000000.0,Rule
S100NGXO,116003000000.0,12044000000.0,Rule
S100PJWG,1012172000000.0,76488000000.0,Rule
S100PJWV,360137000000.0,33854000000.0,Rule
S100RK6T,597084000000.0,1449488000000.0,Rule
S100LNJC,5312599000000.0,757146000000.0,Rule
S100T65H,63038000.0,-1929986000.0,Rule
S100RK6U,14254000000.0,2129000000.0,Rule
S100T640,3720710000.0,-321685000.0,Rule
S100NGXZ,107706000000.0,8531000000.0,Rule
S100VXMQ,837838000000.0,25824000000.0,Rule
S100PJXI,150095000000.0,9574000000.0,Rule
S100LNJD,588003000000.0,37454000000.0,Rule
S100LNJL,2418225000000.0,145694000000.0,Rule
S100VXR3,789619000000.0,267305000000.0,Rule
S100NGY2,1154365000.0,5022000.0,Rule
S100PJXV,373415000000.0,10546000000.0,Rule
S100VXRT,1531527000.0,-108242000.0,Rule
S100NGZU,2532594000.0,234038000.0,Rule
S100T66J,136614000000.0,675000000.0,Rule
S100RK7B,1191724000000.0,34467000000.0,Rule
S100RK7L,201771000000.0,32594000000.0,Rule
S100RK7D,89853000000.0,3113000000.0,Rule
S100NH01,384860000000.0,43184000000.0,Rule
S100PJZZ,6727196000.0,38479000.0,Rule
S100PK06,2877806000.0,410052000.0,Rule
S100LNL2,36130466000.0,16408193000.0,Rule
S100LNLN,278443000000.0,21595000000.0,Rule
S100T66Z,279974000000.0,-10420000000.0,Rule
S100RK7O,29813000000.0,2874000000.0,Rule
S100VXU6,401987000000.0,46480000000.0,Rule
S100NH04,9432319000.0,-437590000.0,Rule
S100PK0J,268179000000.0,21494000000.0,Rule
S100T69R,328868000000.0,25195000000.0,Rule
S100VXWG,71849000000.0,26914000000.0,Rule
S100LNOI,408592000000.0,15396000000.0,Rule
S100PK0N,1034152000000.0,53536000000.0,Rule
S100LNOV,2233250000000.0,101289000000.0,Rule
S100T67K,7653414000.0,774580000.0,Rule
S100RK8A,157375000000.0,23658000000.0,Rule
S100T69Y,2315088000.0,94861000.0,Rule
S100PK1J,3038957000.0,440626000.0,Rule
S100NH0U,352684000000.0,14658000000.0,Rule
S100VXYE,1297754000000.0,107951000000.0,Rule
S100T6BT,18199231000.0,-1309744000.0,Rule
S100RK8S,57396000000.0,18004000000.0,Rule
S100NH10,99893000000.0,14171000000.0,Rule
S100LNQK,714821000000.0,-528000000.0,Rule
S100LNS1,1498442000000.0,12250000000.0,Rule
S100PK22,261465000000.0,-156099000000.0,Rule
S100T6DP,350063000000.0,12493000000.0,Rule
S100VXZA,80915000000.0,14135000000.0,Rule
S100RK8X,534601000000.0,10171000000.0,Rule
S100RKA0,567515000000.0,47103000000.0,Rule
S100LNVO,90479000000.0,14838000000.0,Rule
S100NH1X,107134000000.0,6291000000.0,Rule
S100PK2A,4907747000000.0,207983000000.0,Rule
S100PK2S,265185000000.0,8550000000.0,Rule
S100VXZU,2431018000000.0,25491000000.0,Rule
S100T6JJ,774113000000.0,40267000000.0,Rule
S100T6F4,23242000.0,-11967504000.0,Rule
